0	1
Normal	1×
Fighting	1×
Flying	1×
Ground	1×
Bug	1×
Ghost	1×
Steel	1×
Water	1×
Grass	1×
Psychic	1×
Dark	1×
Weak to:  Ice  4×  Dragon  2×  Fairy  2×	
Weak to:	Ice  4×  Dragon  2×  Fairy  2×
Ice	4×
Dragon	2×
Fairy	2×
Immune to:  Electric  0×	
Immune to:	Electric  0×
Electric	0×
Resistant to:  Poison  ½×  Rock  ½×  Fire  ½×	
Resistant to:	Poison  ½×  Rock  ½×  Fire  ½×
Poison	½×
Rock	½×
Fire	½×
Notes: If this Pokémon is given a Ring Target, the effectiveness of Electric-type moves is ½×.	Notes: If this Pokémon is given a Ring Target, the effectiveness of Electric-type moves is ½×.
Notes:	
If this Pokémon is given a Ring Target, the effectiveness of Electric-type moves is ½×.	
Under normal battle conditions in Generation VII, this Pokémon is:	
Under normal battle conditions in Generation VII, this Pokémon is:	
Damagednormally by:  Fighting  1×  Poison  1×  Rock  1×  Ghost  1×  Electric  1×  Psychic  1×  Ice  1×  Fairy  1×	
Damagednormally by:	Fighting  1×  Poison  1×  Rock  1×  Ghost  1×  Electric  1×  Psychic  1×  Ice  1×  Fairy  1×
Fighting	1×
Poison	1×
Rock	1×
Ghost	1×
Electric	1×
Psychic	1×
Ice	1×
Fairy	1×
Weak to:  Ground  2×  Steel  4×  Water  2×  Grass  2×	
Weak to:	Ground  2×  Steel  4×  Water  2×  Grass  2×
Ground	2×
Steel	4×
Water	2×
Grass	2×
Immune to:  Dragon  0×	
Immune to:	Dragon  0×
Dragon	0×
Resistant to:  Normal  ½×  Flying  ½×  Bug  ½×  Fire  ½×  Dark  ½×	
Resistant to:	Normal  ½×  Flying  ½×  Bug  ½×  Fire  ½×  Dark  ½×
Normal	½×
Flying	½×
Bug	½×
Fire	½×
Dark	½×
Notes: If this Pokémon is given a Ring Target, the effectiveness of Dragon-type moves is 1×.	Notes: If this Pokémon is given a Ring Target, the effectiveness of Dragon-type moves is 1×.
Notes:	
If this Pokémon is given a Ring Target, the effectiveness of Dragon-type moves is 1×.	
Under normal battle conditions in Generation VII, this Pokémon is:	
Under normal battle conditions in Generation VII, this Pokémon is:	
Damagednormally by:  Flying  1×  Ground  1×  Rock  1×  Bug  1×  Steel  1×  Fire  1×  Water  1×  Grass  1×  Electric  1×  Ice  1×  Dragon  1×  Fairy  1×	
Damagednormally by:	Flying  1×  Ground  1×  Rock  1×  Bug  1×  Steel  1×  Fire  1×  Water  1×  Grass  1×  Electric  1×  Ice  1×  Dragon  1×  Fairy  1×
Flying	1×
Ground	1×
Rock	1×
Bug	1×
Steel	1×
Fire	1×
Water	1×
Grass	1×
Electric	1×
Ice	1×
Dragon	1×
Fairy	1×
Weak to:  Ghost  4×  Dark  4×	
Weak to:	Ghost  4×  Dark  4×
Ghost	4×
Dark	4×
Immune to:  Normal  0×  Fighting  0×	
Immune to:	Normal  0×  Fighting  0×
Normal	0×
Fighting	0×
Resistant to:  Poison  ½×  Psychic  ½×	
Resistant to:	Poison  ½×  Psychic  ½×
Poison	½×
Psychic	½×
Notes: If Foresight or Odor Sleuth is used by an opponent, the opponent has Scrappy, or this Pokémon is given a Ring Target, the effectiveness of Normal-type moves is 1× and the effectiveness of Fighting-type moves is ½×.	Notes: If Foresight or Odor Sleuth is used by an opponent, the opponent has Scrappy, or this Pokémon is given a Ring Target, the effectiveness of Normal-type moves is 1× and the effectiveness of Fighting-type moves is ½×.
Notes:	
If Foresight or Odor Sleuth is used by an opponent, the opponent has Scrappy, or this Pokémon is given a Ring Target, the effectiveness of Normal-type moves is 1× and the effectiveness of Fighting-type moves is ½×.	
Under normal battle conditions in Generation VII, this Pokémon is:	
Under normal battle conditions in Generation VII, this Pokémon is:	
Damagednormally by:  Normal  1×  Fighting  1×  Flying  1×  Poison  1×  Ghost  1×  Grass  1×  Psychic  1×  Dragon  1×  Dark  1×	
Damagednormally by:	Normal  1×  Fighting  1×  Flying  1×  Poison  1×  Ghost  1×  Grass  1×  Psychic  1×  Dragon  1×  Dark  1×
Normal	1×
Fighting	1×
Flying	1×
Poison	1×
Ghost	1×
Grass	1×
Psychic	1×
Dragon	1×
Dark	1×
Weak to:  Ground  2×  Rock  2×  Electric  2×	
Weak to:	Ground  2×  Rock  2×  Electric  2×
Ground	2×
Rock	2×
Electric	2×
Immune to:  Water  0×	
Immune to:	Water  0×
Water	0×
Resistant to:  Bug  ½×  Steel  ¼×  Fire  ¼×  Ice  ¼×  Fairy  ½×	
Resistant to:	Bug  ½×  Steel  ¼×  Fire  ¼×  Ice  ¼×  Fairy  ½×
Bug	½×
Steel	¼×
Fire	¼×
Ice	¼×
Fairy	½×
Notes: If the opponent has the Ability Mold Breaker, Turboblaze or Teravolt, or the Pokémon is affected by Gastro Acid or has its Ability replaced, the effectiveness of Water-type moves is 1×.	Notes: If the opponent has the Ability Mold Breaker, Turboblaze or Teravolt, or the Pokémon is affected by Gastro Acid or has its Ability replaced, the effectiveness of Water-type moves is 1×.
Notes:	
If the opponent has the Ability Mold Breaker, Turboblaze or Teravolt, or the Pokémon is affected by Gastro Acid or has its Ability replaced, the effectiveness of Water-type moves is 1×.	
Under normal battle conditions in Generation VII, this Pokémon is:	
Under normal battle conditions in Generation VII, this Pokémon is:	
Damagednormally by:  Normal  1×  Bug  1×  Ghost  1×  Steel  1×  Electric  1×  Psychic  1×  Dragon  1×  Dark  1×  Fairy  1×	
Damagednormally by:	Normal  1×  Bug  1×  Ghost  1×  Steel  1×  Electric  1×  Psychic  1×  Dragon  1×  Dark  1×  Fairy  1×
Normal	1×
Bug	1×
Ghost	1×
Steel	1×
Electric	1×
Psychic	1×
Dragon	1×
Dark	1×
Fairy	1×
Weak to:  Flying  2×  Poison  2×  Rock  2×  Fire  2×  Ice  4×	
Weak to:	Flying  2×  Poison  2×  Rock  2×  Fire  2×  Ice  4×
Flying	2×
Poison	2×
Rock	2×
Fire	2×
Ice	4×
Immune to:  Ground  0×	
Immune to:	Ground  0×
Ground	0×
Resistant to:  Fighting  ½×  Water  ½×  Grass  ¼×	
Resistant to:	Fighting  ½×  Water  ½×  Grass  ¼×
Fighting	½×
Water	½×
Grass	¼×
	
Under normal battle conditions in Generation VII, this Pokémon is:	
Under normal battle conditions in Generation VII, this Pokémon is:	
Damagednormally by:  Normal  1×  Bug  1×  Ghost  1×  Steel  1×  Electric  1×  Psychic  1×  Dragon  1×  Dark  1×  Fairy  1×	
Damagednormally by:	Normal  1×  Bug  1×  Ghost  1×  Steel  1×  Electric  1×  Psychic  1×  Dragon  1×  Dark  1×  Fairy  1×
Normal	1×
Bug	1×
Ghost	1×
Steel	1×
Electric	1×
Psychic	1×
Dragon	1×
Dark	1×
Fairy	1×
Weak to:  Flying  2×  Poison  2×  Rock  2×  Fire  2×  Ice  4×	
Weak to:	Flying  2×  Poison  2×  Rock  2×  Fire  2×  Ice  4×
Flying	2×
Poison	2×
Rock	2×
Fire	2×
Ice	4×
Immune to:  Ground  0×	
Immune to:	Ground  0×
Ground	0×
Resistant to:  Fighting  ½×  Water  ½×  Grass  ¼×	
Resistant to:	Fighting  ½×  Water  ½×  Grass  ¼×
Fighting	½×
Water	½×
Grass	¼×
	
Under normal battle conditions in Generation VII, this Pokémon is:	
Under normal battle conditions in Generation VII, this Pokémon is:	
Damagednormally by:  Poison  1×  Rock  1×  Bug  1×  Steel  1×  Psychic  1×  Dragon  1×  Fairy  1×	
Damagednormally by:	Poison  1×  Rock  1×  Bug  1×  Steel  1×  Psychic  1×  Dragon  1×  Fairy  1×
Poison	1×
Rock	1×
Bug	1×
Steel	1×
Psychic	1×
Dragon	1×
Fairy	1×
Weak to:  Flying  2×  Ghost  2×  Fire  2×  Ice  2×  Dark  2×	
Weak to:	Flying  2×  Ghost  2×  Fire  2×  Ice  2×  Dark  2×
Flying	2×
Ghost	2×
Fire	2×
Ice	2×
Dark	2×
Immune to:  Normal  0×  Fighting  0×	
Immune to:	Normal  0×  Fighting  0×
Normal	0×
Fighting	0×
Resistant to:  Ground  ½×  Water  ½×  Grass  ½×  Electric  ½×	
Resistant to:	Ground  ½×  Water  ½×  Grass  ½×  Electric  ½×
Ground	½×
Water	½×
Grass	½×
Electric	½×
Notes: If Foresight or Odor Sleuth is used by an opponent, the opponent has Scrappy, or this Pokémon is given a Ring Target, the effectiveness of Normal-type moves is 1× and the effectiveness of Fighting-type moves is 1×.	Notes: If Foresight or Odor Sleuth is used by an opponent, the opponent has Scrappy, or this Pokémon is given a Ring Target, the effectiveness of Normal-type moves is 1× and the effectiveness of Fighting-type moves is 1×.
Notes:	
If Foresight or Odor Sleuth is used by an opponent, the opponent has Scrappy, or this Pokémon is given a Ring Target, the effectiveness of Normal-type moves is 1× and the effectiveness of Fighting-type moves is 1×.	
Under normal battle conditions in Generation VII, this Pokémon is:	
Under normal battle conditions in Generation VII, this Pokémon is:	
Damagednormally by:  Normal  1×  Fighting  1×  Flying  1×  Poison  1×  Ghost  1×  Electric  1×  Psychic  1×  Dragon  1×  Dark  1×	
Damagednormally by:	Normal  1×  Fighting  1×  Flying  1×  Poison  1×  Ghost  1×  Electric  1×  Psychic  1×  Dragon  1×  Dark  1×
Normal	1×
Fighting	1×
Flying	1×
Poison	1×
Ghost	1×
Electric	1×
Psychic	1×
Dragon	1×
Dark	1×
Weak to:  Ground  2×  Rock  2×  Water  2×	
Weak to:	Ground  2×  Rock  2×  Water  2×
Ground	2×
Rock	2×
Water	2×
Immune to:  None	
Immune to:	None
None	
Resistant to:  Bug  ½×  Steel  ½×  Fire  ½×  Grass  ½×  Ice  ½×  Fairy  ½×	
Resistant to:	Bug  ½×  Steel  ½×  Fire  ½×  Grass  ½×  Ice  ½×  Fairy  ½×
Bug	½×
Steel	½×
Fire	½×
Grass	½×
Ice	½×
Fairy	½×
	
Under normal battle conditions in Generation VII, this Pokémon is:	
Under normal battle conditions in Generation VII, this Pokémon is:	
Damagednormally by:  Normal  1×  Fighting  1×  Flying  1×  Poison  1×  Ghost  1×  Electric  1×  Psychic  1×  Dragon  1×  Dark  1×	
Damagednormally by:	Normal  1×  Fighting  1×  Flying  1×  Poison  1×  Ghost  1×  Electric  1×  Psychic  1×  Dragon  1×  Dark  1×
Normal	1×
Fighting	1×
Flying	1×
Poison	1×
Ghost	1×
Electric	1×
Psychic	1×
Dragon	1×
Dark	1×
Weak to:  Ground  2×  Rock  2×  Water  2×	
Weak to:	Ground  2×  Rock  2×  Water  2×
Ground	2×
Rock	2×
Water	2×
Immune to:  None	
Immune to:	None
None	
Resistant to:  Bug  ½×  Steel  ½×  Fire  ½×  Grass  ½×  Ice  ½×  Fairy  ½×	
Resistant to:	Bug  ½×  Steel  ½×  Fire  ½×  Grass  ½×  Ice  ½×  Fairy  ½×
Bug	½×
Steel	½×
Fire	½×
Grass	½×
Ice	½×
Fairy	½×
	
Under normal battle conditions in Generation VII, this Pokémon is:	
Under normal battle conditions in Generation VII, this Pokémon is:	
Damagednormally by:  Normal  1×  Flying  1×  Poison  1×  Bug  1×  Electric  1×  Dragon  1×  Fairy  1×	
Damagednormally by:	Normal  1×  Flying  1×  Poison  1×  Bug  1×  Electric  1×  Dragon  1×  Fairy  1×
Normal	1×
Flying	1×
Poison	1×
Bug	1×
Electric	1×
Dragon	1×
Fairy	1×
Weak to:  Fighting  2×  Ground  2×  Rock  2×  Water  2×	
Weak to:	Fighting  2×  Ground  2×  Rock  2×  Water  2×
Fighting	2×
Ground	2×
Rock	2×
Water	2×
Immune to:  Psychic  0×	
Immune to:	Psychic  0×
Psychic	0×
Resistant to:  Ghost  ½×  Steel  ½×  Fire  ½×  Grass  ½×  Ice  ½×  Dark  ½×	
Resistant to:	Ghost  ½×  Steel  ½×  Fire  ½×  Grass  ½×  Ice  ½×  Dark  ½×
Ghost	½×
Steel	½×
Fire	½×
Grass	½×
Ice	½×
Dark	½×
Notes: If Miracle Eye is used by an opponent or this Pokémon is given a Ring Target, the effectiveness of Psychic-type moves is 1×.	Notes: If Miracle Eye is used by an opponent or this Pokémon is given a Ring Target, the effectiveness of Psychic-type moves is 1×.
Notes:	
If Miracle Eye is used by an opponent or this Pokémon is given a Ring Target, the effectiveness of Psychic-type moves is 1×.	
Under normal battle conditions in Generation VII, this Pokémon is:	
Under normal battle conditions in Generation VII, this Pokémon is:	
Damagednormally by:  Normal  1×  Fighting  1×  Flying  1×  Poison  1×  Ground  1×  Rock  1×  Bug  1×  Ghost  1×  Psychic  1×  Dragon  1×  Dark  1×  Fairy  1×	
Damagednormally by:	Normal  1×  Fighting  1×  Flying  1×  Poison  1×  Ground  1×  Rock  1×  Bug  1×  Ghost  1×  Psychic  1×  Dragon  1×  Dark  1×  Fairy  1×
Normal	1×
Fighting	1×
Flying	1×
Poison	1×
Ground	1×
Rock	1×
Bug	1×
Ghost	1×
Psychic	1×
Dragon	1×
Dark	1×
Fairy	1×
Weak to:  Grass  2×  Electric  2×	
Weak to:	Grass  2×  Electric  2×
Grass	2×
Electric	2×
Immune to:  None	
Immune to:	None
None	
Resistant to:  Steel  ½×  Fire  ½×  Water  ½×  Ice  ½×	
Resistant to:	Steel  ½×  Fire  ½×  Water  ½×  Ice  ½×
Steel	½×
Fire	½×
Water	½×
Ice	½×
	
Under normal battle conditions in Generation VII, this Pokémon is:	
Under normal battle conditions in Generation VII, this Pokémon is:	
Damagednormally by:  Normal  1×  Fighting  1×  Flying  1×  Poison  1×  Ground  1×  Rock  1×  Bug  1×  Ghost  1×  Psychic  1×  Dragon  1×  Dark  1×  Fairy  1×	
Damagednormally by:	Normal  1×  Fighting  1×  Flying  1×  Poison  1×  Ground  1×  Rock  1×  Bug  1×  Ghost  1×  Psychic  1×  Dragon  1×  Dark  1×  Fairy  1×
Normal	1×
Fighting	1×
Flying	1×
Poison	1×
Ground	1×
Rock	1×
Bug	1×
Ghost	1×
Psychic	1×
Dragon	1×
Dark	1×
Fairy	1×
Weak to:  Grass  2×  Electric  2×	
Weak to:	Grass  2×  Electric  2×
Grass	2×
Electric	2×
Immune to:  None	
Immune to:	None
None	
Resistant to:  Steel  ½×  Fire  ½×  Water  ½×  Ice  ½×	
Resistant to:	Steel  ½×  Fire  ½×  Water  ½×  Ice  ½×
Steel	½×
Fire	½×
Water	½×
Ice	½×
	
Under normal battle conditions in Generation VII, this Pokémon is:	
Under normal battle conditions in Generation VII, this Pokémon is:	
Damagednormally by:  Normal  1×  Flying  1×  Ground  1×  Rock  1×  Ghost  1×  Steel  1×  Psychic  1×  Fairy  1×	
Damagednormally by:	Normal  1×  Flying  1×  Ground  1×  Rock  1×  Ghost  1×  Steel  1×  Psychic  1×  Fairy  1×
Normal	1×
Flying	1×
Ground	1×
Rock	1×
Ghost	1×
Steel	1×
Psychic	1×
Fairy	1×
Weak to:  Poison  2×  Grass  2×  Electric  2×	
Weak to:	Poison  2×  Grass  2×  Electric  2×
Poison	2×
Grass	2×
Electric	2×
Immune to:  Dragon  0×	
Immune to:	Dragon  0×
Dragon	0×
Resistant to:  Fighting  ½×  Bug  ½×  Fire  ½×  Water  ½×  Ice  ½×  Dark  ½×	
Resistant to:	Fighting  ½×  Bug  ½×  Fire  ½×  Water  ½×  Ice  ½×  Dark  ½×
Fighting	½×
Bug	½×
Fire	½×
Water	½×
Ice	½×
Dark	½×
Notes: If this Pokémon is given a Ring Target, the effectiveness of Dragon-type moves is 1×.	Notes: If this Pokémon is given a Ring Target, the effectiveness of Dragon-type moves is 1×.
Notes:	
If this Pokémon is given a Ring Target, the effectiveness of Dragon-type moves is 1×.	
Under normal battle conditions in Generation VII, this Pokémon is:	
Under normal battle conditions in Generation VII, this Pokémon is:	
Damagednormally by:  Normal  1×  Fighting  1×  Flying  1×  Poison  1×  Steel  1×  Fire  1×  Water  1×  Psychic  1×  Dragon  1×  Dark  1×  Fairy  1×	
Damagednormally by:	Normal  1×  Fighting  1×  Flying  1×  Poison  1×  Steel  1×  Fire  1×  Water  1×  Psychic  1×  Dragon  1×  Dark  1×  Fairy  1×
Normal	1×
Fighting	1×
Flying	1×
Poison	1×
Steel	1×
Fire	1×
Water	1×
Psychic	1×
Dragon	1×
Dark	1×
Fairy	1×
Weak to:  Rock  2×  Electric  2×  Ice  2×	
Weak to:	Rock  2×  Electric  2×  Ice  2×
Rock	2×
Electric	2×
Ice	2×
Immune to:  Ground  0×  Ghost  0×	
Immune to:	Ground  0×  Ghost  0×
Ground	0×
Ghost	0×
Resistant to:  Bug  ½×  Grass  ½×	
Resistant to:	Bug  ½×  Grass  ½×
Bug	½×
Grass	½×
Notes: If this Pokémon is given a Ring Target, the effectiveness of Ghost-type moves is 1×.	Notes: If this Pokémon is given a Ring Target, the effectiveness of Ghost-type moves is 1×.
Notes:	
If this Pokémon is given a Ring Target, the effectiveness of Ghost-type moves is 1×.	
Under normal battle conditions in Generation VII, this Pokémon is:	
Under normal battle conditions in Generation VII, this Pokémon is:	
Damagednormally by:  Normal  1×  Fighting  1×  Flying  1×  Poison  1×  Steel  1×  Fire  1×  Water  1×  Psychic  1×  Dragon  1×  Dark  1×  Fairy  1×	
Damagednormally by:	Normal  1×  Fighting  1×  Flying  1×  Poison  1×  Steel  1×  Fire  1×  Water  1×  Psychic  1×  Dragon  1×  Dark  1×  Fairy  1×
Normal	1×
Fighting	1×
Flying	1×
Poison	1×
Steel	1×
Fire	1×
Water	1×
Psychic	1×
Dragon	1×
Dark	1×
Fairy	1×
Weak to:  Rock  2×  Electric  2×  Ice  2×	
Weak to:	Rock  2×  Electric  2×  Ice  2×
Rock	2×
Electric	2×
Ice	2×
Immune to:  Ground  0×  Ghost  0×	
Immune to:	Ground  0×  Ghost  0×
Ground	0×
Ghost	0×
Resistant to:  Bug  ½×  Grass  ½×	
Resistant to:	Bug  ½×  Grass  ½×
Bug	½×
Grass	½×
Notes: If this Pokémon is given a Ring Target, the effectiveness of Ghost-type moves is 1×.	Notes: If this Pokémon is given a Ring Target, the effectiveness of Ghost-type moves is 1×.
Notes:	
If this Pokémon is given a Ring Target, the effectiveness of Ghost-type moves is 1×.	
Under normal battle conditions in Generation VII, this Pokémon is:	
Under normal battle conditions in Generation VII, this Pokémon is:	
Damagednormally by:  Normal  1×  Fighting  1×  Flying  1×  Poison  1×  Steel  1×  Fire  1×  Water  1×  Psychic  1×  Dragon  1×  Dark  1×  Fairy  1×	
Damagednormally by:	Normal  1×  Fighting  1×  Flying  1×  Poison  1×  Steel  1×  Fire  1×  Water  1×  Psychic  1×  Dragon  1×  Dark  1×  Fairy  1×
Normal	1×
Fighting	1×
Flying	1×
Poison	1×
Steel	1×
Fire	1×
Water	1×
Psychic	1×
Dragon	1×
Dark	1×
Fairy	1×
Weak to:  Rock  2×  Electric  2×  Ice  2×	
Weak to:	Rock  2×  Electric  2×  Ice  2×
Rock	2×
Electric	2×
Ice	2×
Immune to:  Ground  0×  Ghost  0×	
Immune to:	Ground  0×  Ghost  0×
Ground	0×
Ghost	0×
Resistant to:  Bug  ½×  Grass  ½×	
Resistant to:	Bug  ½×  Grass  ½×
Bug	½×
Grass	½×
Notes: If this Pokémon is given a Ring Target, the effectiveness of Ghost-type moves is 1×.	Notes: If this Pokémon is given a Ring Target, the effectiveness of Ghost-type moves is 1×.
Notes:	
If this Pokémon is given a Ring Target, the effectiveness of Ghost-type moves is 1×.	
Under normal battle conditions in Generation VII, this Pokémon is:	
Under normal battle conditions in Generation VII, this Pokémon is:	
Damagednormally by:  Normal  1×  Flying  1×  Poison  1×  Ground  1×  Rock  1×  Bug  1×  Steel  1×  Fire  1×  Water  1×  Grass  1×  Electric  1×  Psychic  1×  Ice  1×  Dragon  1×  Dark  1×  Fairy  1×	
Damagednormally by:	Normal  1×  Flying  1×  Poison  1×  Ground  1×  Rock  1×  Bug  1×  Steel  1×  Fire  1×  Water  1×  Grass  1×  Electric  1×  Psychic  1×  Ice  1×  Dragon  1×  Dark  1×  Fairy  1×
Normal	1×
Flying	1×
Poison	1×
Ground	1×
Rock	1×
Bug	1×
Steel	1×
Fire	1×
Water	1×
Grass	1×
Electric	1×
Psychic	1×
Ice	1×
Dragon	1×
Dark	1×
Fairy	1×
Weak to:  Fighting  2×	
Weak to:	Fighting  2×
Fighting	2×
Immune to:  Ghost  0×	
Immune to:	Ghost  0×
Ghost	0×
Resistant to:  None	
Resistant to:	None
None	
Notes: If this Pokémon is given a Ring Target, the effectiveness of Ghost-type moves is 1×.	Notes: If this Pokémon is given a Ring Target, the effectiveness of Ghost-type moves is 1×.
Notes:	
If this Pokémon is given a Ring Target, the effectiveness of Ghost-type moves is 1×.	
Under normal battle conditions in Generation VII, this Pokémon is:	
Under normal battle conditions in Generation VII, this Pokémon is:	
Damagednormally by:  Normal  1×  Flying  1×  Poison  1×  Ground  1×  Rock  1×  Bug  1×  Steel  1×  Fire  1×  Water  1×  Grass  1×  Electric  1×  Psychic  1×  Ice  1×  Dragon  1×  Dark  1×  Fairy  1×	
Damagednormally by:	Normal  1×  Flying  1×  Poison  1×  Ground  1×  Rock  1×  Bug  1×  Steel  1×  Fire  1×  Water  1×  Grass  1×  Electric  1×  Psychic  1×  Ice  1×  Dragon  1×  Dark  1×  Fairy  1×
Normal	1×
Flying	1×
Poison	1×
Ground	1×
Rock	1×
Bug	1×
Steel	1×
Fire	1×
Water	1×
Grass	1×
Electric	1×
Psychic	1×
Ice	1×
Dragon	1×
Dark	1×
Fairy	1×
Weak to:  Fighting  2×	
Weak to:	Fighting  2×
Fighting	2×
Immune to:  Ghost  0×	
Immune to:	Ghost  0×
Ghost	0×
Resistant to:  None	
Resistant to:	None
None	
Notes: If this Pokémon is given a Ring Target, the effectiveness of Ghost-type moves is 1×.	Notes: If this Pokémon is given a Ring Target, the effectiveness of Ghost-type moves is 1×.
Notes:	
If this Pokémon is given a Ring Target, the effectiveness of Ghost-type moves is 1×.	
Under normal battle conditions in Generation VII, this Pokémon is:	
Under normal battle conditions in Generation VII, this Pokémon is:	
Damagednormally by:  Normal  1×  Poison  1×  Bug  1×  Ghost  1×  Steel  1×  Water  1×  Electric  1×  Psychic  1×  Ice  1×  Dragon  1×  Dark  1×  Fairy  1×	
Damagednormally by:	Normal  1×  Poison  1×  Bug  1×  Ghost  1×  Steel  1×  Water  1×  Electric  1×  Psychic  1×  Ice  1×  Dragon  1×  Dark  1×  Fairy  1×
Normal	1×
Poison	1×
Bug	1×
Ghost	1×
Steel	1×
Water	1×
Electric	1×
Psychic	1×
Ice	1×
Dragon	1×
Dark	1×
Fairy	1×
Weak to:  Flying  2×  Rock  2×  Fire  2×	
Weak to:	Flying  2×  Rock  2×  Fire  2×
Flying	2×
Rock	2×
Fire	2×
Immune to:  None	
Immune to:	None
None	
Resistant to:  Fighting  ½×  Ground  ½×  Grass  ½×	
Resistant to:	Fighting  ½×  Ground  ½×  Grass  ½×
Fighting	½×
Ground	½×
Grass	½×
	
Under normal battle conditions in Generation VII, this Pokémon is:	
Under normal battle conditions in Generation VII, this Pokémon is:	
Damagednormally by:  Normal  1×  Flying  1×  Poison  1×  Ground  1×  Bug  1×  Ghost  1×  Water  1×  Psychic  1×  Ice  1×  Dragon  1×  Dark  1×  Fairy  1×	
Damagednormally by:	Normal  1×  Flying  1×  Poison  1×  Ground  1×  Bug  1×  Ghost  1×  Water  1×  Psychic  1×  Ice  1×  Dragon  1×  Dark  1×  Fairy  1×
Normal	1×
Flying	1×
Poison	1×
Ground	1×
Bug	1×
Ghost	1×
Water	1×
Psychic	1×
Ice	1×
Dragon	1×
Dark	1×
Fairy	1×
Weak to:  Rock  2×  Fire  2×	
Weak to:	Rock  2×  Fire  2×
Rock	2×
Fire	2×
Immune to:  None	
Immune to:	None
None	
Resistant to:  Fighting  ½×  Steel  ½×  Grass  ½×  Electric  ½×	
Resistant to:	Fighting  ½×  Steel  ½×  Grass  ½×  Electric  ½×
Fighting	½×
Steel	½×
Grass	½×
Electric	½×
	
Under normal battle conditions in Generation VII, this Pokémon is:	
Under normal battle conditions in Generation VII, this Pokémon is:	
Damagednormally by:  Normal  1×  Flying  1×  Poison  1×  Bug  1×  Ghost  1×  Water  1×  Psychic  1×  Ice  1×  Dragon  1×  Dark  1×  Fairy  1×	
Damagednormally by:	Normal  1×  Flying  1×  Poison  1×  Bug  1×  Ghost  1×  Water  1×  Psychic  1×  Ice  1×  Dragon  1×  Dark  1×  Fairy  1×
Normal	1×
Flying	1×
Poison	1×
Bug	1×
Ghost	1×
Water	1×
Psychic	1×
Ice	1×
Dragon	1×
Dark	1×
Fairy	1×
Weak to:  Rock  2×  Fire  2×	
Weak to:	Rock  2×  Fire  2×
Rock	2×
Fire	2×
Immune to:  Ground  0×	
Immune to:	Ground  0×
Ground	0×
Resistant to:  Fighting  ½×  Steel  ½×  Grass  ½×  Electric  ½×	
Resistant to:	Fighting  ½×  Steel  ½×  Grass  ½×  Electric  ½×
Fighting	½×
Steel	½×
Grass	½×
Electric	½×
Notes: If Gravity is in effect, this Pokémon is given an Iron Ball or affected by Smack Down or Ingrain, the opponent has the Ability Mold Breaker, Turboblaze or Teravolt, or this Pokémon is affected by Gastro Acid, or this Pokémon's Ability is replaced, the effectiveness of Ground-type moves is 1×.	Notes: If Gravity is in effect, this Pokémon is given an Iron Ball or affected by Smack Down or Ingrain, the opponent has the Ability Mold Breaker, Turboblaze or Teravolt, or this Pokémon is affected by Gastro Acid, or this Pokémon's Ability is replaced, the effectiveness of Ground-type moves is 1×.
Notes:	
If Gravity is in effect, this Pokémon is given an Iron Ball or affected by Smack Down or Ingrain, the opponent has the Ability Mold Breaker, Turboblaze or Teravolt, or this Pokémon is affected by Gastro Acid, or this Pokémon's Ability is replaced, the effectiveness of Ground-type moves is 1×.	
Under normal battle conditions in Generation VII, this Pokémon is:	
Under normal battle conditions in Generation VII, this Pokémon is:	
Damagednormally by:  Normal  1×  Fighting  1×  Poison  1×  Ground  1×  Ghost  1×  Steel  1×  Fire  1×  Water  1×  Grass  1×  Electric  1×  Ice  1×  Dragon  1×	
Damagednormally by:	Normal  1×  Fighting  1×  Poison  1×  Ground  1×  Ghost  1×  Steel  1×  Fire  1×  Water  1×  Grass  1×  Electric  1×  Ice  1×  Dragon  1×
Normal	1×
Fighting	1×
Poison	1×
Ground	1×
Ghost	1×
Steel	1×
Fire	1×
Water	1×
Grass	1×
Electric	1×
Ice	1×
Dragon	1×
Weak to:  Flying  2×  Psychic  2×  Fairy  2×	
Weak to:	Flying  2×  Psychic  2×  Fairy  2×
Flying	2×
Psychic	2×
Fairy	2×
Immune to:  None	
Immune to:	None
None	
Resistant to:  Rock  ½×  Bug  ½×  Dark  ½×	
Resistant to:	Rock  ½×  Bug  ½×  Dark  ½×
Rock	½×
Bug	½×
Dark	½×
	
Under normal battle conditions in Generation VII, this Pokémon is:	
Under normal battle conditions in Generation VII, this Pokémon is:	
Damagednormally by:  Normal  1×  Poison  1×  Ground  1×  Rock  1×  Ghost  1×  Water  1×  Grass  1×  Electric  1×  Dragon  1×	
Damagednormally by:	Normal  1×  Poison  1×  Ground  1×  Rock  1×  Ghost  1×  Water  1×  Grass  1×  Electric  1×  Dragon  1×
Normal	1×
Poison	1×
Ground	1×
Rock	1×
Ghost	1×
Water	1×
Grass	1×
Electric	1×
Dragon	1×
Weak to:  Fighting  2×  Flying  2×  Steel  2×  Fire  2×  Psychic  2×  Fairy  2×	
Weak to:	Fighting  2×  Flying  2×  Steel  2×  Fire  2×  Psychic  2×  Fairy  2×
Fighting	2×
Flying	2×
Steel	2×
Fire	2×
Psychic	2×
Fairy	2×
Immune to:  None	
Immune to:	None
None	
Resistant to:  Bug  ½×  Ice  ½×  Dark  ½×	
Resistant to:	Bug  ½×  Ice  ½×  Dark  ½×
Bug	½×
Ice	½×
Dark	½×
	
Under normal battle conditions in Generation VII, this Pokémon is:	
