,First_pokemon,Second_pokemon,Winner
42188,481,50,50
42189,449,223,223
42190,184,479,479
42191,410,332,332
42193,623,645,645
42194,559,213,559
42195,437,588,588
42196,460,478,478
42197,206,588,588
42199,128,315,128
42200,62,239,239
42201,484,294,484
42202,95,210,95
42203,134,699,134
42204,199,669,669
42205,99,575,99
42206,576,18,18
42207,627,78,78
42208,623,436,623
42209,394,248,248
42210,713,138,138
42211,413,517,413
42212,334,148,334
42213,354,161,161
42215,366,448,448
42216,408,134,134
42217,187,178,178
42218,106,616,106
42219,395,708,395
42220,285,177,177
42221,279,379,279
42223,405,192,405
42224,640,550,640
42228,574,87,87
42229,482,390,482
42231,671,9,9
42232,15,551,15
42234,468,484,484
42235,668,613,668
42236,718,305,718
42237,65,505,65
42238,548,516,516
42239,311,628,311
42240,315,705,315
42241,222,117,117
42242,572,9,9
42243,109,261,261
42244,315,535,315
42245,416,567,567
42246,437,95,437
42248,445,253,445
42250,287,548,548
42252,50,80,80
42253,294,46,294
42254,256,369,369
42255,530,577,530
42256,569,719,569
42257,198,638,638
42258,482,53,53
42259,70,275,275
42260,294,94,94
42261,330,9,330
42262,222,124,124
42263,681,148,148
42264,349,542,542
42265,422,555,555
42266,598,181,598
42267,627,85,85
42268,186,344,344
42269,240,20,20
42270,661,481,481
42272,264,229,264
42273,660,395,660
42274,2,396,396
42275,361,258,361
42277,49,13,49
42278,563,319,319
42280,92,267,92
42281,317,23,23
42282,693,295,295
42283,52,277,277
42285,334,464,464
42286,501,444,444
42287,615,24,615
42288,257,155,257
42289,522,381,381
42290,629,48,629
42291,324,262,262
42292,219,684,684
42293,529,661,529
42294,281,177,177
42295,213,613,613
42296,246,264,264
42297,125,288,125
42298,129,192,192
42299,162,649,649
42300,206,218,206
42301,113,499,499
42302,347,201,347
42303,119,716,716
42304,443,271,271
42305,119,159,119
42306,123,387,123
42308,91,416,91
42309,90,361,361
42310,102,628,628
42311,317,138,317
42312,142,330,142
42313,204,314,314
42314,681,450,450
42316,372,705,705
42317,18,103,18
42318,158,224,224
42319,8,94,94
42320,130,251,251
42321,280,239,239
42322,319,378,319
42324,657,44,657
42325,541,718,718
42326,25,486,486
42327,600,211,211
42328,434,299,434
42330,13,564,564
42332,252,165,252
42333,410,242,242
42334,718,130,130
42335,398,267,398
42336,173,562,562
42337,645,319,645
42338,108,211,211
42339,608,56,56
42341,406,710,406
42342,581,699,581
42343,111,72,111
42345,121,372,121
42347,658,589,658
42348,128,687,128
42349,361,399,361
42350,578,173,578
42351,308,324,308
42352,691,309,309
42354,500,587,587
42355,144,194,144
42356,8,369,8
42357,24,599,599
42358,294,653,653
42359,336,565,336
42360,66,161,66
42362,576,569,569
42363,244,291,291
42364,354,470,470
42365,429,549,429
42366,561,504,561
42367,658,353,658
42370,125,435,125
42371,578,22,22
42372,707,171,707
42373,701,616,701
42374,50,634,50
42375,655,144,655
42376,555,531,555
42378,387,302,302
42379,372,525,372
42380,637,444,637
42382,688,597,688
42383,404,245,245
42384,166,124,124
42385,467,118,467
42386,115,392,392
42387,72,37,72
42388,370,131,370
42389,631,492,492
42390,532,236,236
42393,463,128,128
42394,489,381,381
42395,646,487,646
42396,320,12,12
42397,362,585,362
42398,19,576,19
42399,583,482,482
42400,359,701,701
42401,685,648,648
42403,252,658,658
42404,5,328,328
42405,702,6,702
42406,199,630,630
42408,147,99,99
42409,122,707,122
42410,216,162,162
42412,466,607,466
42414,468,57,57
42415,247,509,509
42416,687,191,687
42417,493,280,493
42419,561,111,111
42420,154,109,154
42422,328,266,266
42424,404,475,475
42425,285,558,558
42426,338,344,344
42427,461,116,461
42428,257,468,468
42429,104,35,35
42431,553,142,142
42432,328,662,328
42433,646,89,646
42434,59,247,59
42437,275,69,275
42438,426,371,426
42440,393,159,159
42442,653,438,438
42443,409,97,97
42444,583,22,22
42445,269,483,483
42446,37,148,148
42447,68,137,68
42448,659,281,659
42449,472,340,472
42450,227,476,227
42451,442,337,442
42452,643,498,643
42453,432,74,432
42454,108,548,548
42456,20,579,20
42457,213,293,293
42458,344,628,628
42459,569,261,569
42460,387,21,21
42461,487,78,78
42462,514,23,514
42463,584,557,584
42464,74,628,628
42465,399,720,720
42466,565,432,565
42467,185,289,289
42468,93,373,373
42469,399,624,624
42470,58,634,58
42471,41,17,17
42472,334,632,632
42473,656,163,656
42474,365,166,166
42475,139,600,139
42477,664,498,498
42478,154,574,154
42479,264,540,264
42480,477,31,31
42481,93,609,93
42482,542,540,542
42485,454,675,454
42486,497,324,324
42487,692,91,91
42488,632,553,632
42489,701,420,701
42490,580,490,490
42491,304,421,304
42492,49,5,49
42493,502,65,65
42494,423,530,530
42495,280,156,156
42496,365,171,171
42499,674,346,346
42500,70,521,521
42502,513,635,635
42504,548,62,62
42505,119,25,25
42506,199,307,199
42507,475,101,475
42508,573,543,573
42510,684,442,684
42511,658,391,658
42515,361,256,256
42517,591,88,591
42518,627,678,678
42520,475,7,475
42521,625,386,625
42522,583,209,583
42523,461,572,461
42524,335,433,335
42525,522,517,522
42527,554,569,569
42528,423,522,522
42529,561,175,561
42530,583,321,321
42531,689,215,215
42532,158,634,634
42533,702,657,702
42534,18,29,18
42535,353,355,353
42536,542,315,542
42537,470,683,470
42538,488,563,488
42539,41,52,52
42540,410,207,207
42541,387,397,397
42543,131,61,61
42544,613,311,311
42546,224,661,661
42547,485,468,468
42549,131,126,126
42550,654,416,654
42551,88,523,523
42552,322,128,128
42553,596,247,247
42554,637,316,637
42556,361,328,361
42559,352,42,42
42561,455,491,491
42563,647,150,150
42564,241,384,241
42565,671,314,314
42566,503,550,550
42567,127,181,127
42568,632,447,632
42570,551,383,383
42571,228,352,228
42572,360,517,517
42573,303,200,200
42574,578,258,258
42575,2,625,625
42577,710,241,241
42578,451,620,620
42579,669,267,267
42580,144,378,144
42583,353,323,353
42584,224,337,337
42585,568,521,521
42587,518,319,319
42588,202,131,131
42589,20,156,20
42590,8,410,8
42591,417,497,497
42593,293,169,169
42594,591,338,338
42595,361,635,635
42596,185,705,705
42597,58,535,535
42598,459,351,351
42599,550,157,157
42601,671,551,671
42602,184,149,149
42603,129,434,129
42604,676,222,676
42605,207,505,207
42606,220,409,409
42607,38,711,38
42608,657,454,657
42609,434,298,434
42610,673,405,405
42611,429,32,429
42612,4,605,4
42613,74,139,139
42614,376,679,376
42615,349,43,43
42616,392,677,392
42617,688,177,177
42618,693,469,469
42619,615,386,386
42620,319,576,319
42621,501,25,25
42623,167,343,343
42624,179,167,179
42626,389,537,537
42627,515,187,515
42628,674,34,34
42629,317,666,666
42630,211,384,384
42631,467,332,467
42632,42,557,42
42633,47,358,358
42634,221,239,239
42635,157,53,53
42636,679,170,170
42637,34,375,375
42638,106,4,106
42639,428,370,428
42640,169,508,169
42641,143,383,383
42642,522,349,349
42643,195,361,361
42645,237,294,237
42646,638,8,638
42647,637,327,637
42648,62,395,62
42649,74,67,67
42650,198,115,198
42651,445,396,396
42652,643,48,643
42653,612,687,612
42654,294,97,97
42657,300,101,101
42658,644,187,644
42659,664,285,285
42660,612,640,640
42661,39,409,409
42664,495,468,468
42665,643,271,643
42666,134,102,134
42667,686,249,686
42668,401,404,404
42671,675,422,675
42672,144,121,121
42673,408,157,157
42674,122,23,122
42675,575,43,575
42676,283,296,296
42677,318,623,318
42678,64,378,64
42679,88,411,411
42680,195,410,195
42681,252,493,493
42683,183,175,183
42684,487,387,487
42685,63,307,63
42686,115,17,115
42687,461,506,461
42688,112,626,626
42689,620,610,620
42690,136,585,585
42692,180,256,256
42693,492,591,492
42695,322,169,169
42696,459,162,162
42697,403,649,649
42698,118,646,646
42699,599,351,351
42700,472,513,472
42701,19,605,19
42702,241,227,241
42704,537,400,537
42705,418,342,418
42707,156,28,156
42709,48,490,490
42711,648,234,648
42712,417,699,417
42713,640,321,640
42714,256,331,256
42716,221,193,193
42717,512,712,512
42719,31,357,357
42720,39,282,282
42721,667,281,667
42724,521,134,521
42726,493,663,663
42727,264,254,254
42728,631,669,631
42729,8,44,8
42730,653,648,648
42731,48,479,479
42734,487,650,487
42735,127,487,487
42736,693,648,648
42737,422,670,670
42739,663,617,617
42740,485,113,485
42741,237,678,678
42742,542,11,542
42744,142,47,142
42745,426,498,426
42748,576,632,632
42750,642,585,642
42751,58,136,136
42752,326,657,657
42753,152,303,303
42754,139,257,257
42755,247,48,247
42756,129,451,129
42757,285,173,285
42758,441,221,441
42759,254,109,254
42762,181,449,449
42764,470,538,470
42765,257,660,257
42766,541,685,685
42767,171,9,9
42768,299,262,262
42770,715,578,715
42771,362,56,362
42772,417,344,344
42773,271,588,588
42774,483,159,483
42775,193,708,193
42776,438,672,672
42777,280,664,280
42778,414,558,414
42779,367,139,139
42780,9,324,9
42781,420,530,530
42782,14,417,417
42783,719,454,454
42784,349,361,349
42785,375,265,375
42786,579,567,567
42787,201,629,629
42789,208,191,191
42790,312,413,312
42792,457,561,561
42793,34,577,34
42795,703,29,703
42796,146,165,146
42798,378,398,398
42799,444,115,115
42800,623,275,275
42801,398,203,398
42802,469,61,469
42804,516,469,516
42805,270,78,78
42806,644,470,470
42807,294,663,663
42808,49,422,49
42809,690,274,274
42810,269,221,269
42811,576,345,576
42813,123,645,123
42814,686,137,686
42815,476,459,459
42816,183,709,709
42817,166,296,296
42818,566,208,566
42820,709,360,709
42821,451,551,551
42822,64,438,438
42823,391,57,57
42824,353,374,353
42825,207,531,207
42827,540,263,263
42828,193,175,193
42829,717,340,717
42830,123,249,249
42832,280,427,427
42833,594,88,594
42834,621,142,142
42835,293,255,255
42836,695,65,65
42837,713,613,613
42839,469,218,469
42840,3,664,3
42841,30,109,30
42842,290,118,118
42843,574,265,574
42844,309,634,309
42845,379,663,663
42846,367,459,367
42847,169,533,169
42848,83,708,708
42849,271,238,238
42850,597,346,346
42852,286,339,286
42853,700,421,421
42854,397,470,470
42855,371,290,371
42856,320,11,320
42857,116,68,116
42858,307,495,495
42859,599,399,399
42860,640,417,640
42861,649,87,649
42862,687,679,687
42863,171,268,171
42865,95,654,654
42866,312,33,312
42867,365,445,445
42870,548,539,539
42871,398,100,100
42872,565,1,1
42873,212,296,212
42874,454,548,454
42875,312,278,312
42876,260,605,260
42877,199,532,532
42878,373,429,429
42880,296,433,433
42881,355,392,392
42883,689,414,689
42884,487,329,487
42886,642,117,642
42887,277,621,277
42888,582,161,582
42889,490,470,490
42891,134,330,330
42892,395,701,701
42894,444,213,444
42895,285,80,285
42897,252,573,573
42898,209,635,635
42899,58,170,170
42901,211,530,530
42903,692,419,419
42905,595,34,34
42906,537,390,537
42909,189,497,497
42910,115,138,115
42911,32,380,380
42912,90,85,85
42913,481,461,461
42914,11,346,346
42916,301,196,196
42917,106,97,106
42918,307,433,307
42920,299,215,215
42921,573,20,573
42922,682,279,279
42923,210,275,275
42924,333,349,349
42925,655,513,655
42927,198,180,198
42928,107,623,623
42929,178,721,178
42930,568,16,568
42932,534,141,141
42933,36,16,36
42934,412,479,479
42935,683,579,579
42936,125,612,125
42938,517,67,67
42939,432,255,432
42940,576,420,576
42941,61,395,61
42942,375,65,65
42944,666,235,666
42945,109,579,109
42946,476,254,254
42948,277,4,277
42949,97,452,452
42950,205,449,205
42951,366,108,366
42952,173,89,89
42953,311,405,311
42954,535,533,535
42955,252,493,493
42957,609,377,609
42958,517,9,9
42959,255,429,429
42960,46,577,46
42961,153,699,153
42962,236,318,318
42963,349,134,134
42964,537,718,718
42965,570,54,570
42968,313,279,313
42969,231,580,580
42971,4,686,4
42972,706,333,706
42973,98,659,659
42974,8,589,589
42975,54,181,181
42976,419,151,419
42977,4,615,615
42978,435,414,435
42979,273,539,539
42980,537,636,537
42981,637,50,637
42982,96,211,211
42983,422,367,367
42984,210,547,547
42985,584,644,644
42986,95,606,95
42988,404,315,315
42989,161,361,361
42991,625,668,668
42992,54,590,590
42994,477,115,115
42995,223,66,223
42996,637,608,637
42997,459,603,603
42999,712,234,234
43000,712,717,717
43001,402,194,402
43002,363,177,177
43003,275,439,275
43004,381,461,461
43006,585,161,585
43007,675,702,702
43008,645,575,645
43009,363,684,684
43010,451,415,415
43011,156,79,79
43013,201,304,201
43014,506,300,506
43015,240,686,240
43016,522,171,522
43017,659,105,659
43020,111,686,686
43021,246,349,246
43022,146,681,146
43023,248,661,661
43024,298,429,429
43025,102,506,506
43026,568,313,313
43027,209,276,276
43029,426,624,426
43030,361,173,361
43031,91,671,671
43032,303,243,243
43033,388,701,701
43034,226,39,226
43035,558,89,89
43036,346,631,631
43037,256,694,694
43038,305,408,408
43039,78,447,78
43040,588,305,588
43041,498,367,367
43042,107,514,514
43043,184,68,68
43044,680,661,661
43045,266,231,231
43046,651,450,651
43047,340,203,203
43049,324,574,324
43050,712,191,191
43052,341,382,382
43054,97,327,97
43055,281,136,136
43056,169,154,169
43057,471,554,471
43059,469,515,469
43060,22,398,398
43062,347,215,215
43063,698,75,698
43064,445,363,445
43065,362,394,362
43067,53,489,53
43068,88,145,145
43070,101,487,101
43071,272,662,662
43072,78,541,78
43077,383,701,701
43079,405,447,405
43080,422,144,144
43082,372,6,6
43083,233,135,135
43084,513,699,513
43086,8,268,8
43087,195,698,698
43088,124,62,124
43090,17,473,17
43091,539,600,539
43096,321,96,321
43099,180,230,230
43100,605,597,605
43101,262,682,262
43102,513,178,178
43103,434,582,434
43106,648,101,101
43107,641,386,386
43108,24,63,63
43109,268,3,3
43110,312,142,142
43111,61,635,635
43112,401,112,112
43114,361,119,119
43116,26,353,26
43117,263,312,312
43118,52,354,354
43120,219,403,403
43121,162,171,162
43123,154,690,154
43124,693,182,693
43125,327,218,327
43126,687,511,687
43127,410,666,666
43128,331,66,66
43129,523,629,523
43131,536,272,272
43132,378,434,434
43133,200,3,200
43135,190,276,276
43136,434,578,434
43137,481,91,481
43138,198,580,198
43139,708,283,708
43140,700,432,432
43141,471,393,471
43142,45,208,45
43144,345,49,49
43145,320,542,542
43146,248,176,248
43147,443,24,24
43148,125,522,125
43149,96,350,350
43151,408,624,624
43152,350,286,350
43153,324,674,674
43154,42,322,42
43155,328,721,721
43156,409,278,409
43157,255,324,255
43158,221,12,12
43159,661,375,661
43160,407,39,407
43161,676,20,676
43162,339,659,339
43163,572,169,169
43164,97,644,644
43165,296,6,6
43166,231,639,639
43167,135,493,135
43168,282,186,282
43170,224,188,188
43171,167,341,341
43173,628,721,628
43174,164,380,380
43175,347,321,347
43176,493,300,493
43177,437,193,193
43178,153,137,153
43179,145,139,145
43180,647,70,647
43181,106,438,106
43184,289,526,289
43186,709,615,615
43187,512,349,512
43189,579,290,290
43190,144,201,144
43191,180,412,180
43192,539,699,539
43193,682,190,190
43195,379,720,720
43196,423,155,423
43197,572,435,435
43201,32,677,677
43204,473,126,126
43206,473,243,243
43207,437,238,437
43208,225,134,225
43210,567,323,567
43211,622,348,348
43213,25,641,641
43214,41,325,325
43215,287,121,121
43216,196,436,196
43217,349,577,577
43218,511,519,511
43222,447,396,396
43225,569,207,207
43227,260,134,134
43229,49,334,49
43230,57,138,57
43231,377,662,662
43232,341,20,20
43233,480,546,480
43234,473,632,632
43235,139,569,569
43236,426,502,426
43237,642,263,642
43238,704,340,340
43239,314,453,314
43240,362,606,362
43241,376,90,376
43242,706,280,706
43243,324,48,324
43244,223,528,528
43245,212,618,212
43246,313,689,313
43247,432,542,432
43248,451,513,451
43249,506,553,553
43250,81,518,81
43251,30,590,30
43252,653,473,473
43254,254,635,254
43255,564,528,564
43256,296,99,99
43257,564,269,564
43258,558,421,558
43259,663,633,663
43260,483,521,521
43261,499,212,212
43262,647,242,647
43263,21,654,654
43264,373,205,373
43265,149,260,149
43267,416,224,224
43269,350,370,370
43270,660,545,545
43271,595,284,595
43272,238,269,269
43273,463,687,687
43274,66,589,66
43275,696,33,33
43276,386,37,386
43277,313,536,313
43278,632,255,632
43282,455,702,702
43284,661,605,661
43285,649,523,523
43286,335,49,49
43287,551,588,551
43288,15,64,64
43289,598,529,598
43290,87,326,326
43291,236,46,236
43292,84,212,84
43293,351,57,57
43295,601,605,601
43296,205,80,205
43297,552,331,552
43298,157,636,157
43299,614,530,530
43300,120,674,120
43301,293,284,284
43302,558,198,558
43303,226,540,226
43304,634,84,84
43305,195,373,373
43306,662,41,662
43307,189,128,128
43308,79,96,96
43309,182,688,688
43310,693,624,624
43311,1,576,576
43312,166,238,166
43313,69,1,1
43315,336,618,336
43316,111,554,554
43317,272,629,272
43318,602,686,602
43319,447,264,264
43321,321,714,321
43322,351,455,351
43323,554,395,395
43324,188,150,150
43325,499,266,499
43326,269,65,65
43327,91,410,91
43328,150,68,150
43329,539,493,493
43330,242,166,166
43331,524,522,522
43332,675,569,569
43333,31,2,31
43334,501,158,501
43335,452,397,452
43336,695,678,695
43337,275,221,275
43338,287,456,456
43339,13,228,228
43340,32,14,32
43341,103,508,508
43342,707,236,707
43343,263,442,442
43344,274,66,274
43346,468,273,468
43347,400,164,400
43348,396,479,479
43350,489,170,489
43351,162,88,162
43353,658,670,658
43354,631,568,568
43355,495,292,292
43356,557,203,203
43357,450,375,375
43358,256,448,448
43359,548,352,352
43360,305,620,620
43363,708,237,708
43364,476,635,635
43365,476,281,281
43366,433,453,453
43367,271,542,542
43368,622,279,279
43369,485,667,485
43371,357,440,357
43373,597,231,231
43374,306,708,306
43375,696,249,249
43376,453,602,602
43377,690,540,540
43378,154,45,154
43380,497,559,497
43381,295,599,295
43382,114,53,53
43383,271,411,271
43384,130,154,130
43385,614,655,655
43386,533,432,432
43387,396,140,396
43389,484,532,484
43391,562,79,79
43392,324,478,478
43393,161,563,563
43394,467,442,467
43395,108,224,224
43396,615,411,411
43397,110,50,50
43398,648,120,648
43399,181,197,197
43400,664,119,119
43401,234,661,234
43402,525,147,147
43404,463,560,560
43406,640,646,640
43407,467,171,467
43408,656,304,656
43409,367,61,61
43411,1,68,68
43414,300,51,51
43415,232,311,232
43416,349,301,349
43417,292,394,394
43418,165,370,370
43419,352,701,701
43420,377,72,72
43421,628,31,628
43423,87,21,21
43425,155,54,155
43426,307,479,479
43427,597,103,103
43429,574,490,490
43430,256,189,189
43432,609,232,609
43434,198,271,198
43435,552,569,569
43437,214,160,214
43438,355,470,470
43439,115,266,115
43440,402,338,338
43442,506,254,254
43443,233,170,170
43444,34,386,386
43445,54,407,407
43446,43,530,530
43447,329,314,314
43448,606,91,91
43449,708,179,708
43451,88,34,34
43453,591,286,286
43454,627,233,233
43455,711,314,314
43458,197,221,197
43459,325,477,325
43460,525,383,383
43461,122,633,633
43462,678,376,678
43463,251,244,244
43464,428,153,428
43465,7,296,7
43466,582,79,79
43467,446,437,437
43468,209,654,654
43469,328,518,518
43470,543,146,146
43471,481,156,156
43473,268,712,712
43474,569,368,569
43475,295,705,295
43477,169,504,169
43478,594,688,594
43479,652,4,4
43480,602,404,404
43481,608,417,417
43482,426,688,426
43483,538,186,186
43484,713,630,630
43485,585,13,585
43486,164,524,524
43487,296,235,296
43488,656,310,310
43490,608,273,608
43491,589,30,30
43492,518,443,443
43493,671,2,671
43495,428,335,428
43496,177,280,177
43498,505,370,370
43499,621,301,301
43500,562,307,307
43501,447,456,456
43502,304,431,304
43503,634,256,634
43504,133,576,576
43505,72,272,272
43506,657,516,516
43507,580,128,128
43508,63,620,620
43509,255,712,255
43511,35,32,32
43512,213,194,194
43513,658,510,658
43514,614,370,614
43515,341,109,109
43516,49,574,49
43517,458,181,181
43518,468,61,61
43519,75,154,154
43520,634,260,260
43521,68,491,68
43523,367,498,367
43524,3,582,3
43525,704,440,704
43526,219,528,528
43527,235,1,235
43528,555,538,555
43530,446,680,680
43531,254,381,254
43532,18,486,18
43533,658,163,658
43535,129,605,605
43536,546,485,485
43537,581,675,581
43538,270,305,305
43539,437,152,152
43540,19,95,19
43541,302,706,706
43542,120,697,120
43543,629,426,426
43545,584,663,663
43546,623,682,682
43547,719,48,719
43548,690,485,485
43550,401,198,198
43552,4,604,4
43554,95,315,95
43557,481,6,6
43559,279,456,456
43560,702,687,702
43561,504,510,510
43563,115,117,115
43564,56,237,237
43565,355,179,179
43566,505,527,505
43567,638,645,638
43568,670,100,100
43569,105,171,171
43570,144,209,144
43571,213,140,140
43575,77,24,77
43576,552,636,552
43578,295,261,295
43579,42,94,94
43580,319,582,319
43582,123,18,123
43583,196,262,262
43584,566,439,566
43585,420,488,488
43586,253,517,253
43587,568,638,638
43588,378,370,370
43589,602,26,26
43593,185,704,704
43594,171,371,171
43595,499,204,499
43596,679,72,72
43597,49,392,392
43598,325,673,673
43599,540,26,26
43600,276,459,276
43601,575,566,566
43602,508,419,419
43603,13,234,234
43604,65,628,65
43608,448,350,448
43609,535,194,535
43610,55,355,55
43611,434,640,640
43612,100,586,100
43613,379,246,379
43614,247,39,247
43615,416,381,381
43616,394,664,394
43617,305,37,37
43619,721,592,721
43620,721,597,721
43621,521,108,521
43622,428,696,428
43623,55,104,55
43624,349,111,111
43625,394,143,394
43626,88,186,186
43629,514,560,514
43630,417,23,417
43631,318,185,318
43632,475,647,647
43633,451,232,451
43634,38,185,185
43635,46,288,288
43636,143,360,143
43637,199,433,433
43638,582,456,456
43639,235,653,235
43641,717,25,717
43642,448,43,448
43643,669,145,145
43644,720,536,720
43646,631,87,87
43647,61,110,61
43649,23,605,23
43650,541,609,609
43651,164,201,164
43652,666,706,666
43654,283,392,392
43656,115,140,115
43662,185,345,185
43663,699,649,649
43664,504,353,353
43665,379,180,379
43666,15,153,15
43667,31,298,31
43669,486,523,523
43670,220,596,220
43671,308,214,214
43673,462,400,400
43674,73,172,73
43675,184,320,320
43676,396,579,396
43677,296,627,627
43678,365,414,414
43679,711,283,711
43680,574,110,110
43681,288,627,288
43682,173,492,492
43683,52,214,52
43685,479,451,479
43686,492,449,492
43687,116,97,97
43689,517,315,315
43690,248,539,539
43691,255,46,255
43693,102,232,232
43694,5,650,5
43695,26,652,26
43696,400,9,9
43697,669,311,311
43698,247,214,214
43699,715,560,715
43702,427,706,427
43703,373,117,373
43705,552,175,552
43706,634,416,634
43707,668,23,668
43708,361,64,64
43709,471,586,586
43711,282,494,494
43712,647,357,357
43713,339,254,254
43714,540,524,524
43715,277,674,277
43716,140,90,140
43717,253,536,253
43719,125,550,125
43720,677,417,417
43722,80,242,80
43723,538,494,494
43725,366,577,366
43726,473,387,473
43727,293,656,656
43728,293,17,17
43729,1,31,31
43730,459,302,302
43731,603,141,141
43733,655,124,655
43734,18,303,18
43735,633,442,633
43736,608,134,134
43738,41,435,435
43739,22,63,22
43740,109,307,307
43741,689,563,689
43744,18,39,18
43745,627,227,227
43746,436,85,85
43747,314,451,314
43748,177,149,149
43749,418,650,418
43750,262,653,262
43751,112,314,314
43752,483,442,483
43753,222,29,29
43754,133,306,133
43756,445,559,445
43757,625,641,641
43759,301,299,301
43760,150,11,150
43761,652,2,652
43764,542,475,542
43765,701,207,701
43766,376,504,376
43768,85,352,85
43769,470,138,470
43770,231,43,231
43771,337,502,337
43772,178,351,178
43773,202,133,133
43774,74,198,198
43776,487,621,487
43777,651,389,651
43778,212,598,212
43779,17,242,17
43780,334,88,334
43781,225,540,225
43782,569,563,569
43783,153,92,92
43784,445,685,685
43785,302,601,601
43787,442,11,442
43788,109,699,699
43789,507,578,507
43791,594,558,594
43793,546,52,52
43794,185,498,498
43795,142,265,142
43796,49,269,49
43797,162,200,200
43798,696,213,696
43799,563,23,23
43800,149,154,154
43801,204,440,204
43802,595,366,595
43804,354,507,507
43805,628,160,628
43806,14,230,230
43807,137,715,715
43808,511,246,511
43809,49,456,49
43810,304,420,420
43812,622,694,694
43813,369,364,369
43814,108,274,274
43815,345,384,384
43816,357,282,282
43817,11,540,540
43821,204,222,222
43822,618,450,450
43823,594,372,594
43824,510,355,510
43825,275,630,630
43826,717,452,717
43827,342,31,31
43829,375,134,134
43830,86,212,212
43831,282,113,282
43832,119,42,42
43833,422,462,462
43835,569,575,569
43837,228,572,572
43838,323,562,323
43839,518,290,290
43840,452,131,452
43841,306,326,326
43842,395,525,395
43844,615,371,615
43845,252,437,437
43846,272,169,169
43847,408,549,549
43848,590,455,455
43849,272,641,641
43850,545,343,545
43852,528,447,528
43853,679,540,540
43854,292,274,274
43855,591,492,492
43856,260,343,260
43857,564,123,123
43858,273,83,83
43859,214,695,695
43862,94,506,506
43863,417,351,417
43865,476,592,592
43866,600,347,347
43867,134,685,685
43868,454,140,454
43869,159,136,136
43870,716,603,716
43872,573,642,573
43873,240,609,240
43874,712,188,712
43875,365,472,472
43876,587,286,587
43877,585,418,418
43878,172,417,417
43879,230,423,230
43880,356,581,581
43882,691,224,224
43884,403,705,705
43885,709,66,709
43887,165,466,466
43888,133,558,133
43889,348,404,404
43890,612,443,612
43891,698,492,492
43892,657,551,657
43893,247,336,336
43894,58,294,58
43895,15,327,15
43896,92,137,137
43897,6,73,73
43898,307,182,307
43899,662,389,662
43901,162,39,162
43902,254,415,254
43903,295,480,480
43904,484,432,432
43907,530,153,530
43908,414,657,657
43909,580,608,608
43910,522,685,522
43913,371,167,371
43914,308,601,601
43915,51,193,51
43916,149,96,149
43917,591,113,591
43918,317,304,304
43919,111,121,121
43920,110,346,110
43921,601,163,601
43922,351,594,351
43923,499,339,339
43924,233,450,233
43925,139,475,475
43926,224,498,498
43927,405,620,620
43928,350,675,350
43929,651,442,651
43930,431,539,539
43931,349,253,253
43932,128,606,128
43933,90,295,295
43934,453,504,453
43935,70,240,240
43936,53,254,254
43938,572,396,572
43941,389,477,389
43943,77,438,438
43944,668,288,668
43946,333,388,333
43947,605,371,371
43948,475,411,475
43950,428,447,428
43951,700,541,700
43952,363,520,520
43953,78,625,78
43954,114,399,114
43955,38,145,145
43956,395,211,211
43958,143,281,143
43959,412,377,377
43961,673,43,673
43962,535,142,142
43963,401,349,401
43965,707,193,193
43966,510,156,510
43968,157,269,157
43969,703,404,404
43970,597,102,597
43971,534,243,243
43972,109,362,362
43973,703,192,703
43974,628,243,243
43976,463,184,184
43977,223,700,223
43978,230,49,49
43979,33,84,84
43980,156,128,128
43981,698,150,150
43982,651,167,651
43983,368,221,368
43984,516,428,428
43985,214,235,214
43986,339,644,339
43987,311,92,311
43988,267,486,486
43990,367,656,656
43991,344,43,344
43992,392,203,392
43993,532,436,532
43994,540,549,549
43995,325,95,95
43996,106,83,106
43997,305,102,102
43998,186,635,635
43999,232,43,232
44000,138,242,242
44001,201,41,41
44002,524,378,378
44003,1,77,77
44004,611,157,157
44005,689,494,494
44007,21,145,145
44009,692,604,604
44012,76,50,76
44013,39,516,516
44014,300,658,658
44015,86,481,481
44016,258,682,258
44017,494,650,494
44018,491,118,491
44020,340,347,347
44021,206,334,334
44022,110,300,110
44023,48,465,465
44024,591,410,410
44025,375,499,499
44026,525,54,54
44027,519,480,480
44028,399,212,212
44029,152,432,432
44030,719,572,572
44031,18,568,18
44032,554,300,300
44034,657,702,702
44035,8,98,8
44036,231,623,623
44037,713,566,566
44039,602,205,602
44041,318,721,721
44043,263,353,353
44044,267,607,267
44045,263,128,128
44047,324,469,324
44049,474,130,474
44050,537,595,537
44051,697,235,235
44052,585,385,385
44053,494,599,494
44055,405,269,405
44057,305,279,279
44058,74,485,485
44062,387,498,498
44063,35,161,35
44064,458,433,458
44065,333,163,163
44066,543,615,615
44067,332,603,332
44068,92,115,115
44069,478,481,481
44070,512,230,512
44071,91,577,91
44072,128,631,128
44074,165,282,282
44075,608,318,318
44076,633,713,633
44077,404,187,404
44078,411,311,311
44079,21,403,21
44082,312,529,529
44084,150,145,150
44085,182,41,41
44086,630,541,630
44087,146,649,649
44089,96,260,260
44090,699,20,20
44091,605,535,535
44092,528,455,528
44093,267,291,291
44094,645,77,645
44096,306,154,154
44098,610,388,610
44100,241,471,241
44101,382,109,382
44102,354,464,354
44103,150,284,150
44104,695,557,695
