Stats	Level	HP	Attack	Defense	Sp. Attack	Sp. Defense	Speed
Max StatsHindering Nature	Lv. 100	350 - 444	229 - 314	148 - 233	103 - 188	112 - 197	112 - 197
Max StatsHindering Nature	Lv. 100	194 - 288	58 - 143	72 - 157	58 - 143	72 - 157	62 - 146
Max StatsHindering Nature	Lv. 100	214 - 308	76 - 161	90 - 175	76 - 161	90 - 175	116 - 200
Max StatsHindering Nature	Lv. 100	254 - 348	220 - 305	180 - 265	94 - 179	180 - 265	134 - 218
Max StatsHindering Nature	Lv. 100	212 - 306	98 - 182	166 - 251	152 - 236	202 - 287	184 - 269
Max StatsHindering Nature	Lv. 100	290 - 384	112 - 197	148 - 233	166 - 251	202 - 287	112 - 197
Max StatsHindering Nature	Lv. 100	310 - 404	220 - 305	166 - 251	76 - 161	112 - 197	148 - 233
Max StatsHindering Nature	Lv. 100	160 - 254	67 - 152	76 - 161	40 - 125	58 - 143	148 - 233
Max StatsHindering Nature	Lv. 100	260 - 354	229 - 314	256 - 341	112 - 197	166 - 251	76 - 161
Max StatsHindering Nature	Lv. 100	220 - 314	103 - 188	148 - 233	130 - 215	85 - 170	31 - 116
Max StatsHindering Nature	Lv. 100	280 - 374	139 - 224	202 - 287	184 - 269	139 - 224	67 - 152
Max StatsHindering Nature	Lv. 100	220 - 314	112 - 197	238 - 323	58 - 143	238 - 323	13 - 98
Max StatsHindering Nature	Lv. 100	300 - 394	175 - 260	175 - 260	175 - 260	175 - 260	110 - 195
Max StatsHindering Nature	Lv. 100	300 - 394	175 - 260	175 - 260	175 - 260	175 - 260	175 - 260
Max StatsHindering Nature	Lv. 100	230 - 324	112 - 197	184 - 269	112 - 197	184 - 269	112 - 197
Max StatsHindering Nature	Lv. 100	240 - 334	211 - 296	121 - 206	139 - 224	175 - 260	121 - 206
Max StatsHindering Nature	Lv. 100	230 - 324	144 - 229	247 - 332	168 - 252	157 - 242	69 - 153
Max StatsHindering Nature	Lv. 100	240 - 334	180 - 265	117 - 202	76 - 161	135 - 220	177 - 261
Max StatsHindering Nature	Lv. 100	220 - 314	166 - 251	148 - 233	94 - 179	193 - 278	177 - 261
Max StatsHindering Nature	Lv. 100	246 - 340	193 - 278	130 - 215	130 - 215	130 - 215	170 - 254
Max StatsHindering Nature	Lv. 100	266 - 360	112 - 197	157 - 242	247 - 332	168 - 252	69 - 153
Max StatsHindering Nature	Lv. 100	250 - 344	240 - 324	184 - 269	159 - 243	166 - 251	76 - 161
Max StatsHindering Nature	Lv. 100	200 - 294	103 - 188	121 - 206	85 - 170	85 - 170	85 - 170
Max StatsHindering Nature	Lv. 100	220 - 314	139 - 224	166 - 251	121 - 206	130 - 215	121 - 206
Max StatsHindering Nature	Lv. 100	260 - 354	202 - 287	229 - 314	184 - 269	193 - 278	157 - 242
Max StatsHindering Nature	Lv. 100	250 - 344	211 - 296	157 - 242	175 - 260	139 - 224	238 - 323
Max StatsHindering Nature	Lv. 100	250 - 344	157 - 242	139 - 224	238 - 323	211 - 296	175 - 260
Max StatsHindering Nature	Lv. 100	250 - 344	238 - 323	211 - 296	157 - 242	175 - 260	139 - 224
Max StatsHindering Nature	Lv. 100	250 - 344	139 - 224	211 - 296	175 - 260	238 - 323	157 - 242
Max StatsHindering Nature	Lv. 100	196 - 290	56 - 141	60 - 144	56 - 141	60 - 144	71 - 155
Max StatsHindering Nature	Lv. 100	196 - 290	56 - 141	240 - 324	56 - 141	240 - 324	71 - 155
Max StatsHindering Nature	Lv. 100	384 - 478	251 - 335	197 - 281	207 - 292	164 - 249	179 - 263
Max StatsHindering Nature	Lv. 100	384 - 478	207 - 292	164 - 249	251 - 335	197 - 281	179 - 263
Max StatsHindering Nature	Lv. 100	328 - 422	99 - 184	89 - 173	233 - 317	240 - 324	189 - 274
Max StatsHindering Nature	Lv. 100	324 - 418	254 - 339	254 - 339	99 - 184	99 - 184	146 - 231
Max StatsHindering Nature	Lv. 100	252 - 346	251 - 335	71 - 155	251 - 335	71 - 155	276 - 360
Max StatsHindering Nature	Lv. 100	276 - 370	164 - 249	132 - 216	315 - 400	132 - 216	153 - 238
Max StatsHindering Nature	Lv. 100	304 - 398	186 - 270	189 - 274	197 - 281	186 - 270	114 - 198
Max StatsHindering Nature	Lv. 100	228 - 322	330 - 414	240 - 324	110 - 195	60 - 144	200 - 285
Max StatsHindering Nature	Lv. 100	556 - 650	186 - 270	99 - 184	179 - 263	99 - 184	81 - 166
Max StatsHindering Nature	Lv. 100	304 - 398	197 - 281	186 - 270	233 - 317	164 - 249	146 - 231
Max StatsHindering Nature	Lv. 100	270 - 364	175 - 260	211 - 296	238 - 323	211 - 296	121 - 206
Max StatsHindering Nature	Lv. 100	290 - 384	229 - 314	148 - 233	166 - 251	166 - 251	229 - 314
Max StatsHindering Nature	Lv. 100	244 - 338	135 - 220	125 - 209	135 - 220	125 - 209	135 - 220
Max StatsHindering Nature	Lv. 100	256 - 350	135 - 220	135 - 220	233 - 317	135 - 220	222 - 306
Max StatsHindering Nature	Lv. 100	232 - 326	240 - 324	384 - 468	99 - 184	186 - 270	27 - 112
Max StatsHindering Nature	Lv. 100	216 - 310	233 - 317	99 - 184	276 - 360	146 - 231	197 - 281
Max StatsHindering Nature	Lv. 100	286 - 380	206 - 290	139 - 224	188 - 272	148 - 233	261 - 346
Max StatsHindering Nature	Lv. 100	No Candy	202 - 233	121 - 163	121 - 163	103 - 144	67 - 104
Max StatsHindering Nature	Lv. 100	Candy	202 - 433	121 - 363	121 - 363	103 - 344	67 - 304
Max StatsHindering Nature	Lv. 100	No Candy	380 - 411	261 - 317	261 - 317	148 - 193	121 - 163
Max StatsHindering Nature	Lv. 100	Candy	380 - 611	261 - 517	261 - 517	148 - 393	121 - 363
