,First_pokemon,Second_pokemon,Winner
30136,Grumpig,Audino,Grumpig
30137,Darmanitan,Palpitoad,Darmanitan
30138,Tauros,Solrock,Tauros
30139,Skorupi,Mesprit,Mesprit
30140,Masquerain,Pidgeot,Pidgeot
30141,Groudon,Kangaskhan,Kangaskhan
30142,Stoutland,Uxie,Uxie
30143,Misdreavus,Raikou,Raikou
30144,Infernape,Pangoro,Infernape
30145,Vigoroth,Spearow,Vigoroth
30146,Koffing,Togepi,Koffing
30147,Carracosta,Barboach,Barboach
30148,Lapras,Goldeen,Goldeen
30149,Whismur,Mareep,Mareep
30150,Swampert,Charizard,Charizard
30151,Hoopa,Cranidos,Cranidos
30152,Nidoqueen,Foongus,Nidoqueen
30153,Herdier,Muk,Herdier
30154,Vaporeon,Aggron,Vaporeon
30155,Gallade,Spritzee,Gallade
30156,Grumpig,Cranidos,Grumpig
30157,Banette,Chimecho,Chimecho
30158,Floatzel,Golduck,Floatzel
30159,Chandelure,Loudred,Loudred
30160,Sawk,Sableye,Sableye
30161,Golett,Vibrava,Vibrava
30162,Hoothoot,Watchog,Watchog
30163,Masquerain,Sandslash,Sandslash
30164,Gigalith,Torkoal,Gigalith
30165,Panpour,Dialga,Dialga
30166,Froakie,Farfetch'd,Froakie
30167,Wynaut,Scolipede,Scolipede
30168,Gurdurr,Eevee,Eevee
30169,Machop,Venonat,Venonat
30170,Bidoof,Scyther,Scyther
30171,Tangrowth,Chesnaught,Chesnaught
30172,Remoraid,Pinsir,Pinsir
30173,Loudred,Shelmet,Loudred
30174,Pansear,Wooper,Wooper
30175,Ponyta,Altaria,Ponyta
30176,Alomomola,Articuno,Articuno
30177,Seadra,Bulbasaur,Seadra
30178,Croconaw,Cranidos,Cranidos
30179,Corsola,Rampardos,Rampardos
30180,Talonflame,Cascoon,Talonflame
30181,Gliscor,Carbink,Gliscor
30182,Spinarak,Togepi,Spinarak
30183,Chimecho,Ferrothorn,Ferrothorn
30184,Dustox,Latias,Latias
30185,Magcargo,Garchomp,Garchomp
30186,Leafeon,Swellow,Swellow
30187,Karrablast,Nidoking,Nidoking
30188,Fennekin,Froakie,Froakie
30189,Clawitzer,Klang,Clawitzer
30190,Darmanitan,Cleffa,Darmanitan
30191,Machoke,Jumpluff,Jumpluff
30192,Exeggcute,Octillery,Octillery
30193,Suicune,Musharna,Suicune
30194,Armaldo,Sharpedo,Sharpedo
30195,Sudowoodo,Yanma,Sudowoodo
30196,Samurott,Munchlax,Samurott
30197,Elgyem,Parasect,Parasect
30198,Rayquaza,Giratina,Rayquaza
30199,Bonsly,Seviper,Seviper
30200,Monferno,Cryogonal,Cryogonal
30201,Audino,Bouffalant,Bouffalant
30202,Munna,Hippopotas,Hippopotas
30203,Seel,Roselia,Roselia
30204,Corphish,Hippowdon,Hippowdon
30205,Purugly,Masquerain,Purugly
30206,Mandibuzz,Kyurem,Kyurem
30207,Snorunt,Axew,Axew
30208,Qwilfish,Shelmet,Qwilfish
30209,Chespin,Machop,Chespin
30210,Alomomola,Espeon,Espeon
30211,Snorunt,Magnezone,Magnezone
30212,Wurmple,Piplup,Piplup
30213,Kyogre,Hoopa,Hoopa
30214,Swampert,Phanpy,Swampert
30215,Dragonite,Tirtouga,Dragonite
30216,Marshtomp,Gliscor,Gliscor
30217,Malamar,Amaura,Malamar
30218,Stantler,Scizor,Stantler
30219,Mesprit,Metapod,Mesprit
30220,Zweilous,Floatzel,Floatzel
30221,Sigilyph,Lumineon,Sigilyph
30222,Fraxure,Starmie,Starmie
30223,Dragonite,Pupitar,Dragonite
30224,Emolga,Simisage,Emolga
30225,Oshawott,Altaria,Altaria
30226,Dratini,Groudon,Groudon
30227,Trevenant,Bayleef,Bayleef
30228,Venipede,Poliwhirl,Poliwhirl
30229,Bonsly,Poochyena,Poochyena
30230,Lampent,Staryu,Staryu
30231,Electrike,Wobbuffet,Electrike
30232,Horsea,Magby,Magby
30233,Lapras,Lillipup,Lapras
30234,Grovyle,Ekans,Grovyle
30235,Nidorino,Pineco,Nidorino
30236,Latias,Purrloin,Latias
30237,Swanna,Walrein,Swanna
30238,Dunsparce,Lilligant,Lilligant
30239,Nidoqueen,Seedot,Nidoqueen
30240,Umbreon,Ivysaur,Umbreon
30241,Reshiram,Skiploom,Reshiram
30242,Mightyena,Jirachi,Jirachi
30243,Zekrom,Houndoom,Houndoom
30244,Manaphy,Emolga,Emolga
30245,Azelf,Kyogre,Azelf
30246,Dusclops,Happiny,Happiny
30247,Tepig,Gallade,Gallade
30248,Diggersby,Lampent,Lampent
30249,Venonat,Vileplume,Vileplume
30250,Abomasnow,Bagon,Abomasnow
30251,Starly,Mamoswine,Starly
30252,Jynx,Trevenant,Jynx
30253,Terrakion,Tornadus,Tornadus
30254,Bronzong,Nidorina,Nidorina
30255,Lickilicky,Geodude,Lickilicky
30256,Zubat,Fearow,Fearow
30257,Crustle,Smeargle,Crustle
30258,Dodrio,Scatterbug,Dodrio
30259,Metang,Aromatisse,Metang
30260,Cradily,Espeon,Espeon
30261,Pachirisu,Larvesta,Pachirisu
30262,Landorus,NidoranM,Landorus
30263,Wailord,Ho-oh,Ho-oh
30264,Registeel,Cloyster,Cloyster
30265,Alomomola,Slurpuff,Slurpuff
30266,Marill,Lopunny,Lopunny
30267,Nidorino,Pignite,Nidorino
30268,Heatran,Leafeon,Leafeon
30269,Landorus,Magnemite,Landorus
30270,Remoraid,Bunnelby,Remoraid
30271,Spinda,Wurmple,Spinda
30272,Pidgey,Sealeo,Pidgey
30273,Krookodile,Kingdra,Krookodile
30274,Haxorus,Machoke,Haxorus
30275,Binacle,Quilava,Quilava
30276,Cofagrigus,Clauncher,Clauncher
30277,Aurorus,Lombre,Aurorus
30278,Inkay,Metagross,Metagross
30279,Espurr,Helioptile,Helioptile
30280,Bellsprout,Deino,Bellsprout
30281,Rhyhorn,Deino,Deino
30282,Regice,Dragonite,Dragonite
30283,Zweilous,Suicune,Suicune
30284,Lanturn,Ninetales,Ninetales
30285,Weepinbell,Liepard,Liepard
30286,Muk,Bouffalant,Bouffalant
30287,Primeape,Geodude,Primeape
30288,Hoppip,Lairon,Lairon
30289,Psyduck,Purrloin,Purrloin
30290,Pawniard,Smoochum,Smoochum
30291,Unown,Vigoroth,Vigoroth
30292,Bidoof,Chingling,Chingling
30293,Ninetales,Torkoal,Ninetales
30294,Pyroar,Jolteon,Jolteon
30295,Audino,Clamperl,Audino
30296,Nosepass,Shiftry,Shiftry
30297,Tangela,Sawk,Sawk
30298,Muk,Genesect,Genesect
30299,Sealeo,Spearow,Spearow
30300,Cubone,Vileplume,Vileplume
30301,Crustle,Solrock,Solrock
30302,Clefable,Wurmple,Clefable
30303,Spoink,Genesect,Genesect
30304,Accelgor,Skitty,Accelgor
30305,Cubone,Slugma,Cubone
30306,Blaziken,Exeggutor,Blaziken
30307,Florges,Espeon,Espeon
30308,Buneary,Tyrantrum,Buneary
30309,Hoothoot,Sableye,Sableye
30310,Stantler,Gastly,Gastly
30311,Bellossom,Electabuzz,Electabuzz
30312,Doduo,Dugtrio,Dugtrio
30313,Beedrill,Spoink,Beedrill
30314,Buizel,Klinklang,Klinklang
30315,Lotad,Meloetta,Meloetta
30316,Crustle,Vaporeon,Vaporeon
30317,Shellos,Barboach,Barboach
30318,Serperior,Darkrai,Darkrai
30319,Bisharp,Wingull,Wingull
30320,Scrafty,Fennekin,Fennekin
30321,Timburr,Pansage,Pansage
30322,Sigilyph,Fletchinder,Sigilyph
30323,Jirachi,Deino,Jirachi
30324,Delcatty,Cherubi,Delcatty
30325,Igglybuff,Medicham,Medicham
30326,Roggenrola,Buizel,Buizel
30327,Dratini,Steelix,Dratini
30328,Electivire,Tyranitar,Electivire
30329,Goodra,Spoink,Goodra
30330,Fraxure,Pikachu,Pikachu
30331,Beartic,Karrablast,Karrablast
30332,Geodude,Latias,Latias
30333,Torchic,Teddiursa,Torchic
30334,Kabuto,Dustox,Dustox
30335,Wormadam,Vibrava,Vibrava
30336,Gourgeist,Pineco,Gourgeist
30337,Mienfoo,Tentacruel,Tentacruel
30338,Plusle,Patrat,Plusle
30339,Fletchling,Axew,Fletchling
30340,Panpour,Galvantula,Galvantula
30341,Flabébé,Pidove,Pidove
30342,Hydreigon,Smeargle,Hydreigon
30343,Remoraid,Minun,Minun
30344,Beartic,Yanmega,Yanmega
30345,Farfetch'd,Rotom,Rotom
30346,Seviper,Reshiram,Reshiram
30347,Relicanth,Electrode,Electrode
30348,Darmanitan,Scatterbug,Darmanitan
30349,Aggron,Xatu,Aggron
30350,Blaziken,Klink,Blaziken
30351,Cofagrigus,Scatterbug,Scatterbug
30352,Scizor,Golem,Scizor
30353,Cacturne,Quagsire,Cacturne
30354,Torkoal,Smoochum,Torkoal
30355,Throh,Geodude,Throh
30356,Swirlix,Latios,Swirlix
30357,Metagross,Sliggoo,Metagross
30358,Torchic,Unfezant,Unfezant
30359,Rampardos,Seadra,Seadra
30360,Starly,Dragonite,Dragonite
30361,Heracross,Minccino,Heracross
30362,Nincada,Walrein,Walrein
30363,Minccino,Druddigon,Minccino
30364,Staryu,Mantine,Staryu
30365,Aromatisse,Azumarill,Azumarill
30366,Bulbasaur,Cacturne,Cacturne
30367,Crobat,Dusclops,Crobat
30368,Doduo,Breloom,Doduo
30369,Magmortar,Pachirisu,Pachirisu
30370,Exeggcute,Spritzee,Exeggcute
30371,Vivillon,Tauros,Tauros
30372,Lugia,Ekans,Lugia
30373,Relicanth,Gothita,Relicanth
30374,Latias,Pidove,Latias
30375,Bastiodon,Nincada,Nincada
30376,Pinsir,Entei,Entei
30377,Woobat,Rattata,Rattata
30378,Archen,Pyroar,Pyroar
30379,Piplup,Noctowl,Noctowl
30380,Frillish,Walrein,Walrein
30381,Ekans,Corsola,Ekans
30382,Yanmega,Trubbish,Yanmega
30383,Jolteon,Muk,Jolteon
30384,Kricketot,NidoranM,NidoranM
30385,Yamask,Granbull,Granbull
30386,Lickilicky,Wailmer,Wailmer
30387,Drifloon,Donphan,Drifloon
30388,Dragonair,Starly,Dragonair
30389,Pawniard,Panpour,Panpour
30390,Trubbish,Heatmor,Heatmor
30391,Roselia,Medicham,Medicham
30392,Mew,Seel,Mew
30393,Tyrogue,Wormadam,Wormadam
30394,Mareep,Reshiram,Reshiram
30395,Lairon,Delibird,Lairon
30396,Serperior,Stunky,Serperior
30397,Tangela,Raticate,Raticate
30398,Gastly,Bidoof,Bidoof
30399,Rhyperior,Shaymin,Shaymin
30400,Steelix,Gyarados,Gyarados
30401,Taillow,Shellder,Taillow
30402,Cherubi,Togepi,Cherubi
30403,Pidove,Houndoom,Houndoom
30404,Noibat,Klang,Noibat
30405,Electrike,Smeargle,Smeargle
30406,Ralts,Zygarde,Zygarde
30407,Simisage,Blissey,Simisage
30408,Combusken,Boldore,Combusken
30409,Inkay,Baltoy,Baltoy
30410,Tauros,Lillipup,Tauros
30411,Froakie,Kangaskhan,Kangaskhan
30412,Audino,Vigoroth,Vigoroth
30413,Alakazam,Cinccino,Alakazam
30414,Cherrim,Leafeon,Leafeon
30415,Druddigon,Croconaw,Croconaw
30416,Braixen,Luxray,Braixen
30417,Breloom,Banette,Breloom
30418,Quagsire,Vullaby,Vullaby
30419,Barboach,Zekrom,Barboach
30420,Gyarados,Pidove,Gyarados
30421,Hippowdon,Cloyster,Cloyster
30422,Corsola,Phanpy,Phanpy
30423,Tyrantrum,Toxicroak,Toxicroak
30424,Charizard,Ralts,Charizard
30425,Starmie,Mantine,Starmie
30426,Happiny,Inkay,Inkay
30427,Scizor,Golem,Scizor
30428,Marill,Abra,Abra
30429,Ponyta,Treecko,Ponyta
30430,Gastrodon,Flabébé,Flabébé
30431,Teddiursa,Nidorino,Nidorino
30432,Lampent,Helioptile,Helioptile
30433,Alakazam,Tyrantrum,Alakazam
30434,Sandslash,Registeel,Sandslash
30435,Oddish,Psyduck,Psyduck
30436,Cranidos,Natu,Natu
30437,Flareon,Hawlucha,Hawlucha
30438,Diggersby,Cleffa,Diggersby
30439,Chespin,Surskit,Surskit
30440,Sandile,Ferroseed,Sandile
30441,Shelmet,Ferrothorn,Shelmet
30442,Greninja,Shelmet,Greninja
30443,Ralts,Tranquill,Tranquill
30444,Dewott,Klinklang,Klinklang
30445,Aron,Kabutops,Kabutops
30446,Koffing,Chimecho,Chimecho
30447,Kadabra,Shuppet,Shuppet
30448,Alomomola,Beldum,Alomomola
30449,Zebstrika,Honedge,Honedge
30450,Beheeyem,Luvdisc,Beheeyem
30451,Kirlia,Whiscash,Whiscash
30452,Inkay,Barbaracle,Barbaracle
30453,Persian,Krabby,Persian
30454,Grotle,Wobbuffet,Grotle
30455,Tyrantrum,Togepi,Tyrantrum
30456,Pupitar,Hypno,Hypno
30457,Venipede,Klink,Venipede
30458,Mantyke,Marshtomp,Marshtomp
30459,Empoleon,Stantler,Stantler
30460,Raichu,Weepinbell,Raichu
30461,Voltorb,Houndour,Voltorb
30462,Weavile,Happiny,Weavile
30463,Houndoom,Camerupt,Houndoom
30464,Vibrava,Carvanha,Vibrava
30465,Kangaskhan,Thundurus,Thundurus
30466,Ponyta,Torchic,Ponyta
30467,Elekid,Pidgey,Elekid
30468,Medicham,Chingling,Medicham
30469,Shieldon,Chespin,Chespin
30470,Rampardos,Audino,Rampardos
30471,Doduo,Sandile,Doduo
30472,Chingling,Joltik,Joltik
30473,Wingull,Goodra,Wingull
30474,Tirtouga,Furret,Furret
30475,Azumarill,Hoppip,Hoppip
30476,Kricketot,Caterpie,Caterpie
30477,Blissey,Ninetales,Ninetales
30478,Delphox,Kingler,Delphox
30479,Marill,Genesect,Genesect
30480,Munna,Meowth,Meowth
30481,Togepi,Combusken,Combusken
30482,Gengar,Taillow,Taillow
30483,Latios,Lumineon,Latios
30484,Corphish,Watchog,Watchog
30485,Vulpix,Shaymin,Shaymin
30486,Skrelp,Kyurem,Kyurem
30487,Staraptor,Clefairy,Staraptor
30488,Venipede,Zangoose,Zangoose
30489,Wormadam,Volbeat,Volbeat
30490,Petilil,Sentret,Petilil
30491,Ducklett,Meowstic,Meowstic
30492,Poliwrath,Celebi,Celebi
30493,Grumpig,Omastar,Grumpig
30494,Buneary,Minun,Minun
30495,Glalie,Oddish,Glalie
30496,Mr. Mime,Amoonguss,Amoonguss
30497,Seaking,Whiscash,Seaking
30498,Amaura,Mienshao,Mienshao
30499,Charmander,Scatterbug,Charmander
30500,Ferrothorn,Sandslash,Ferrothorn
30501,Binacle,Cascoon,Binacle
30502,Carnivine,Arceus,Arceus
30503,Dialga,Emboar,Dialga
30504,Magnezone,Gothitelle,Gothitelle
30505,Hitmonlee,Blitzle,Hitmonlee
30506,Cradily,Helioptile,Helioptile
30507,Frillish,Carbink,Carbink
30508,Lapras,Fletchinder,Fletchinder
30509,Kyurem,Espurr,Kyurem
30510,Furret,Honedge,Honedge
30511,Litwick,Archen,Archen
30512,Dunsparce,Vanilluxe,Vanilluxe
30513,Tyranitar,Combusken,Tyranitar
30514,Houndour,Cleffa,Houndour
30515,Froakie,Skarmory,Froakie
30516,Flaaffy,Buneary,Buneary
30517,Victini,Kingler,Victini
30518,Ivysaur,Vulpix,Vulpix
30519,Sentret,Bibarel,Bibarel
30520,Articuno,Chespin,Articuno
30521,Gallade,Marowak,Gallade
30522,Hoothoot,Chesnaught,Chesnaught
30523,Spoink,Riolu,Riolu
30524,Zorua,Groudon,Groudon
30525,Palkia,Xerneas,Palkia
30526,Azumarill,Heracross,Heracross
30527,Frillish,Vulpix,Vulpix
30528,Braviary,Camerupt,Braviary
30529,Empoleon,Huntail,Empoleon
30530,Furret,Snorunt,Furret
30531,Swanna,Sentret,Swanna
30532,Tyranitar,Landorus,Landorus
30533,Skiddo,Jirachi,Jirachi
30534,Totodile,Combee,Combee
30535,Entei,Purugly,Purugly
30536,Golurk,Hoopa,Hoopa
30537,Quilava,Kingler,Quilava
30538,NidoranM,Golbat,Golbat
30539,Cottonee,Remoraid,Cottonee
30540,Shelmet,Zoroark,Zoroark
30541,Mightyena,Binacle,Mightyena
30542,Conkeldurr,Barboach,Barboach
30543,Electivire,Buizel,Electivire
30544,Leafeon,Braviary,Leafeon
30545,Gible,Yanmega,Yanmega
30546,Donphan,Mienshao,Mienshao
30547,Manaphy,Vigoroth,Manaphy
30548,Fletchinder,Dragalge,Fletchinder
30549,Goodra,Kangaskhan,Kangaskhan
30550,Metagross,Kirlia,Metagross
30551,Herdier,Toxicroak,Toxicroak
30552,Riolu,Skiddo,Riolu
30553,Unown,Beldum,Unown
30554,Drifloon,Garbodor,Garbodor
30555,Wobbuffet,Kakuna,Kakuna
30556,Seel,Genesect,Genesect
30557,Silcoon,Quilava,Quilava
30558,Celebi,Meditite,Celebi
30559,Remoraid,Barboach,Remoraid
30560,Parasect,Slowking,Slowking
30561,Krokorok,Frillish,Krokorok
30562,Slakoth,Fletchinder,Fletchinder
30563,Braixen,Fraxure,Braixen
30564,Wartortle,Aurorus,Aurorus
30565,Regirock,Bibarel,Bibarel
30566,Pancham,Ferrothorn,Pancham
30567,Klinklang,Qwilfish,Klinklang
30568,Cryogonal,Chesnaught,Cryogonal
30569,Eevee,Victini,Victini
30570,Clefable,Froslass,Froslass
30571,Hippowdon,Tornadus,Tornadus
30572,Seel,Drifloon,Drifloon
30573,Registeel,Lapras,Lapras
30574,Drapion,Sharpedo,Sharpedo
30575,NidoranF,Loudred,Loudred
30576,Typhlosion,Vespiquen,Typhlosion
30577,Shinx,Nosepass,Shinx
30578,Bonsly,Electrode,Bonsly
30579,Audino,Cyndaquil,Cyndaquil
30580,Infernape,Mantine,Infernape
30581,Furfrou,Nidorino,Furfrou
30582,Exeggcute,Swampert,Swampert
30583,Ledian,Alakazam,Alakazam
30584,Spritzee,Ambipom,Ambipom
30585,Growlithe,Ledyba,Growlithe
30586,Avalugg,Pupitar,Pupitar
30587,Marill,Lapras,Lapras
30588,Azelf,Dewgong,Azelf
30589,Whiscash,Pignite,Whiscash
30590,Kangaskhan,Duskull,Duskull
30591,Dusclops,Zygarde,Zygarde
30592,Regigigas,Xerneas,Regigigas
30593,Larvesta,Barbaracle,Barbaracle
30594,Musharna,Roselia,Roselia
30595,Kricketune,Braviary,Braviary
30596,Shedinja,Amaura,Amaura
30597,Tirtouga,Infernape,Infernape
30598,Wynaut,Shelgon,Shelgon
30599,Slowpoke,Kricketune,Kricketune
30600,Starly,Staraptor,Staraptor
30601,Vulpix,Wurmple,Vulpix
30602,Swinub,Slowpoke,Slowpoke
30603,Uxie,Cranidos,Uxie
30604,Swadloon,Patrat,Patrat
30605,Magikarp,Spiritomb,Spiritomb
30606,Miltank,Fraxure,Miltank
30607,Mesprit,Hoothoot,Mesprit
30608,Gible,Rhyperior,Gible
30609,Shieldon,Pichu,Pichu
30610,Greninja,Ho-oh,Greninja
30611,Roserade,Seviper,Roserade
30612,Zebstrika,Dialga,Zebstrika
30613,Vanillish,Lombre,Vanillish
30614,Swablu,Fearow,Fearow
30615,Darumaka,Golem,Darumaka
30616,Bonsly,Leafeon,Leafeon
30617,Espeon,Magnemite,Espeon
30618,Cubchoo,Foongus,Cubchoo
30619,Munchlax,Raticate,Munchlax
30620,Garbodor,Reuniclus,Garbodor
30621,Pangoro,Larvitar,Pangoro
30622,Buneary,Magnezone,Buneary
30623,Zekrom,Wynaut,Zekrom
30624,Aerodactyl,Zweilous,Aerodactyl
30625,Boldore,Cofagrigus,Cofagrigus
30626,Silcoon,Vigoroth,Vigoroth
30627,Anorith,Zangoose,Zangoose
30628,Rayquaza,Mamoswine,Rayquaza
30629,Larvesta,Bellossom,Larvesta
30630,Latios,Ferrothorn,Latios
30631,Bellossom,Probopass,Bellossom
30632,Articuno,Grimer,Articuno
30633,Groudon,Oddish,Groudon
30634,Haxorus,Darmanitan,Haxorus
30635,Joltik,Mr. Mime,Mr. Mime
30636,Gible,Carbink,Carbink
30637,Braixen,Kingler,Kingler
30638,Nincada,Accelgor,Accelgor
30639,Anorith,Ponyta,Ponyta
30640,Smeargle,Magikarp,Magikarp
30641,Geodude,Bellsprout,Bellsprout
30642,Butterfree,Jigglypuff,Butterfree
30643,Slurpuff,Elekid,Elekid
30644,Nuzleaf,Altaria,Altaria
30645,Scolipede,Milotic,Scolipede
30646,Probopass,Keldeo,Keldeo
30647,Yanmega,Dewgong,Yanmega
30648,Latios,Bronzor,Latios
30649,Serperior,Spiritomb,Serperior
30650,Abomasnow,Palpitoad,Palpitoad
30651,Raichu,Riolu,Raichu
30652,Solosis,Spheal,Spheal
30653,Probopass,Pineco,Probopass
30654,Golett,Combee,Combee
30655,Lickitung,Anorith,Anorith
30656,Gastrodon,Clefable,Clefable
30657,Aromatisse,Ponyta,Ponyta
30658,Deoxys,Azurill,Deoxys
30659,Kingler,Lopunny,Lopunny
30660,Snivy,Chinchou,Chinchou
30661,Kyogre,Psyduck,Kyogre
30662,Diggersby,Cradily,Cradily
30663,Boldore,Floette,Boldore
30664,Charmeleon,Bellossom,Charmeleon
30665,Meowth,Wormadam,Meowth
30666,Breloom,Wooper,Breloom
30667,Gurdurr,Binacle,Binacle
30668,Drilbur,Frillish,Frillish
30669,Elekid,Shellos,Elekid
30670,Horsea,Noibat,Horsea
30671,Tranquill,Azurill,Tranquill
30672,Pachirisu,Drilbur,Drilbur
30673,Heracross,Dunsparce,Heracross
30674,Elekid,Swirlix,Elekid
30675,Shellder,Breloom,Breloom
30676,Dratini,Minccino,Minccino
30677,Purugly,Tepig,Purugly
30678,Gorebyss,Wormadam,Gorebyss
30679,Unfezant,Flabébé,Unfezant
30680,Gardevoir,Nidorino,Gardevoir
30681,Shuckle,Shroomish,Shroomish
30682,Parasect,Combusken,Combusken
30683,Heatmor,Venusaur,Venusaur
30684,Relicanth,Machop,Relicanth
30685,Baltoy,Togepi,Baltoy
30686,Mewtwo,Krokorok,Mewtwo
30687,Minccino,Mamoswine,Mamoswine
30688,Hypno,Farfetch'd,Hypno
30689,Sunkern,Gabite,Gabite
30690,Chespin,Corsola,Chespin
30691,Masquerain,Golett,Masquerain
30692,Hoppip,Rhydon,Hoppip
30693,Blissey,Venusaur,Venusaur
30694,Granbull,Krookodile,Krookodile
30695,Pancham,Seviper,Seviper
30696,Kecleon,Gothorita,Gothorita
30697,Beheeyem,Elekid,Elekid
30698,Charmeleon,Zekrom,Zekrom
30699,Vespiquen,Machop,Vespiquen
30700,Azelf,Magcargo,Azelf
30701,Pansage,Dwebble,Pansage
30702,Cobalion,Darumaka,Cobalion
30703,Staryu,Cherrim,Cherrim
30704,Cubchoo,Joltik,Joltik
30705,Mightyena,Sunkern,Mightyena
30706,Metagross,Mandibuzz,Mandibuzz
30707,Joltik,Venomoth,Venomoth
30708,Sceptile,Charizard,Sceptile
30709,Mew,Tirtouga,Mew
30710,Mankey,Machop,Mankey
30711,Leafeon,Xatu,Xatu
30712,Cranidos,Pachirisu,Pachirisu
30713,Snorlax,Floatzel,Floatzel
30714,Dedenne,Aggron,Dedenne
30715,Kabuto,Sliggoo,Sliggoo
30716,Bisharp,Kirlia,Bisharp
30717,Turtwig,Smeargle,Turtwig
30718,Drowzee,Tyrunt,Tyrunt
30719,Latios,Trevenant,Latios
30720,Noibat,Xatu,Xatu
30721,Azumarill,Raticate,Raticate
30722,Spewpa,Murkrow,Murkrow
30723,Bellsprout,Foongus,Bellsprout
30724,Timburr,Blaziken,Blaziken
30725,Chatot,Pupitar,Chatot
30726,Drilbur,Furret,Furret
30727,Garbodor,Rampardos,Garbodor
30728,Duosion,Wormadam,Wormadam
30729,Girafarig,Hydreigon,Hydreigon
30730,Gyarados,Hydreigon,Hydreigon
30731,Jumpluff,Gliscor,Jumpluff
30732,Jolteon,Genesect,Jolteon
30733,Xatu,Bronzor,Xatu
30734,Snivy,Garbodor,Garbodor
30735,Staryu,Piplup,Staryu
30736,Chesnaught,Mudkip,Chesnaught
30737,Solrock,Onix,Onix
30738,Dialga,Hippowdon,Dialga
30739,Metagross,Arceus,Arceus
30740,Spearow,Magby,Magby
30741,Alomomola,Flygon,Flygon
30742,Growlithe,Slowbro,Growlithe
30743,Kingdra,Salamence,Salamence
30744,Koffing,Snorunt,Snorunt
30745,Basculin,Chimecho,Basculin
30746,Heliolisk,Simipour,Heliolisk
30747,Giratina,Gligar,Giratina
30748,Spritzee,Regirock,Regirock
30749,Slugma,Seviper,Seviper
30750,Elgyem,Wartortle,Wartortle
30751,Arbok,Bunnelby,Arbok
30752,Shelmet,Jirachi,Jirachi
30753,Larvitar,Tyrunt,Tyrunt
30754,Granbull,Masquerain,Masquerain
30755,Dragalge,Pawniard,Pawniard
30756,Horsea,Swablu,Horsea
30757,Seedot,Hitmontop,Hitmontop
30758,Rattata,Goldeen,Rattata
30759,Charmeleon,Kirlia,Charmeleon
30760,Hitmonlee,Houndour,Hitmonlee
30761,Purugly,Paras,Purugly
30762,Arceus,Camerupt,Arceus
30763,Vileplume,Bouffalant,Bouffalant
30764,Rapidash,Hoppip,Rapidash
30765,Eelektrik,Numel,Eelektrik
30766,Girafarig,Lugia,Lugia
30767,Swoobat,Tauros,Swoobat
30768,Silcoon,Nidorina,Nidorina
30769,Beldum,Seadra,Seadra
30770,Woobat,Xerneas,Xerneas
30771,Quagsire,Ferrothorn,Quagsire
30772,Cubone,Venipede,Venipede
30773,Blissey,Pupitar,Blissey
30774,Minun,Geodude,Geodude
30775,Ledian,Burmy,Ledian
30776,Throh,Pyroar,Pyroar
30777,Karrablast,Porygon-Z,Porygon-Z
30778,Mankey,Magikarp,Magikarp
30779,Makuhita,Cleffa,Makuhita
30780,Weavile,Raticate,Weavile
30781,Ledian,Donphan,Ledian
30782,Rhydon,Floette,Floette
30783,Relicanth,Espurr,Espurr
30784,Seel,Salamence,Salamence
30785,Mismagius,Gulpin,Mismagius
30786,Dragonair,Bronzor,Dragonair
30787,Elgyem,Ponyta,Ponyta
30788,Snorlax,Weavile,Weavile
30789,Clefable,Oddish,Clefable
30790,Hypno,Clauncher,Hypno
30791,Snivy,Silcoon,Snivy
30792,Lillipup,Smeargle,Smeargle
30793,Illumise,Drifblim,Illumise
30794,Braviary,Throh,Braviary
30795,Dedenne,Marill,Dedenne
30796,Growlithe,Magnemite,Growlithe
30797,Chingling,Absol,Absol
30798,Escavalier,Larvesta,Larvesta
30799,Clefairy,Cloyster,Cloyster
30800,Sliggoo,Teddiursa,Sliggoo
30801,Kabuto,Pidove,Kabuto
30802,Amaura,Wooper,Amaura
30803,Sableye,Purugly,Purugly
30804,Psyduck,Salamence,Salamence
30805,Aipom,Nidoqueen,Aipom
30806,Aerodactyl,Oshawott,Aerodactyl
30807,Piplup,Swablu,Swablu
30808,Rapidash,Lairon,Rapidash
30809,Quagsire,Geodude,Quagsire
30810,Sandslash,Pikachu,Sandslash
30811,Heatran,Binacle,Heatran
30812,Masquerain,Staryu,Staryu
30813,Furret,Reshiram,Reshiram
30814,Binacle,Unfezant,Unfezant
30815,Pawniard,Piplup,Pawniard
30816,Volcanion,Skitty,Volcanion
30817,Carbink,Glalie,Glalie
30818,Pyroar,Grimer,Pyroar
30819,Dewott,Gorebyss,Dewott
30820,Shellos,Registeel,Registeel
30821,Cottonee,Roggenrola,Roggenrola
30822,Emboar,Skrelp,Emboar
30823,Seel,Octillery,Octillery
30824,Gliscor,Krokorok,Gliscor
30825,Wartortle,Donphan,Wartortle
30826,Shieldon,Cubone,Cubone
30827,Paras,Taillow,Taillow
30828,Garbodor,Jynx,Jynx
30829,Politoed,Simisear,Simisear
30830,Palkia,Girafarig,Palkia
30831,Tyranitar,Alakazam,Tyranitar
30832,Emboar,Machoke,Emboar
30833,Granbull,Dewgong,Dewgong
30834,Dodrio,Shinx,Dodrio
30835,Sudowoodo,Mienfoo,Mienfoo
30836,Graveler,Hoopa,Hoopa
