Stats	Level	HP	Attack	Defense	Sp. Attack	Sp. Defense	Speed
Max StatsNeutral Nature	Lv. 100	210 - 304	111 - 205	129 - 223	91 - 185	109 - 203	95 - 189
Max StatsNeutral Nature	Lv. 100	210 - 304	131 - 225	309 - 403	111 - 205	289 - 383	75 - 169
Max StatsNeutral Nature	Lv. 100	250 - 344	205 - 299	145 - 239	95 - 189	115 - 209	95 - 189
Max StatsNeutral Nature	Lv. 100	310 - 404	255 - 349	205 - 299	115 - 209	175 - 269	75 - 169
Max StatsNeutral Nature	Lv. 100	186 - 280	85 - 179	109 - 203	85 - 179	149 - 243	59 - 153
Max StatsNeutral Nature	Lv. 100	246 - 340	145 - 239	189 - 283	105 - 199	269 - 363	89 - 183
Max StatsNeutral Nature	Lv. 100	190 - 284	115 - 209	75 - 169	105 - 199	75 - 169	75 - 169
Max StatsNeutral Nature	Lv. 100	250 - 344	215 - 309	185 - 279	165 - 259	185 - 279	95 - 189
Max StatsNeutral Nature	Lv. 100	190 - 284	75 - 169	115 - 209	135 - 229	155 - 249	35 - 129
Max StatsNeutral Nature	Lv. 100	230 - 324	95 - 189	165 - 259	185 - 279	205 - 299	65 - 159
Max StatsNeutral Nature	Lv. 100	206 - 300	93 - 187	85 - 179	147 - 241	85 - 179	159 - 253
Max StatsNeutral Nature	Lv. 100	246 - 340	133 - 227	125 - 219	227 - 321	125 - 219	239 - 333
Max StatsNeutral Nature	Lv. 100	250 - 344	155 - 249	105 - 199	95 - 189	105 - 199	105 - 199
Max StatsNeutral Nature	Lv. 100	350 - 444	255 - 349	165 - 259	115 - 209	125 - 219	125 - 219
Max StatsNeutral Nature	Lv. 100	194 - 288	65 - 159	81 - 175	65 - 159	81 - 175	69 - 163
Max StatsNeutral Nature	Lv. 100	214 - 308	85 - 179	101 - 195	85 - 179	101 - 195	129 - 223
Max StatsNeutral Nature	Lv. 100	254 - 348	245 - 339	201 - 295	105 - 199	201 - 295	149 - 243
Max StatsNeutral Nature	Lv. 100	212 - 306	109 - 203	185 - 279	169 - 263	225 - 319	205 - 299
Max StatsNeutral Nature	Lv. 100	290 - 384	125 - 219	165 - 259	185 - 279	225 - 319	125 - 219
Max StatsNeutral Nature	Lv. 100	310 - 404	245 - 339	185 - 279	85 - 179	125 - 219	165 - 259
Max StatsNeutral Nature	Lv. 100	160 - 254	75 - 169	85 - 179	45 - 139	65 - 159	165 - 259
Max StatsNeutral Nature	Lv. 100	260 - 354	255 - 349	285 - 379	125 - 219	185 - 279	85 - 179
Max StatsNeutral Nature	Lv. 100	220 - 314	115 - 209	165 - 259	145 - 239	95 - 189	35 - 129
Max StatsNeutral Nature	Lv. 100	280 - 374	155 - 249	225 - 319	205 - 299	155 - 249	75 - 169
Max StatsNeutral Nature	Lv. 100	220 - 314	125 - 219	265 - 359	65 - 159	265 - 359	15 - 109
Max StatsNeutral Nature	Lv. 100	300 - 394	195 - 289	195 - 289	195 - 289	195 - 289	123 - 217
Max StatsNeutral Nature	Lv. 100	300 - 394	195 - 289	195 - 289	195 - 289	195 - 289	195 - 289
Max StatsNeutral Nature	Lv. 100	230 - 324	125 - 219	205 - 299	125 - 219	205 - 299	125 - 219
Max StatsNeutral Nature	Lv. 100	240 - 334	235 - 329	135 - 229	155 - 249	195 - 289	135 - 229
Max StatsNeutral Nature	Lv. 100	230 - 324	161 - 255	275 - 369	187 - 281	175 - 269	77 - 171
Max StatsNeutral Nature	Lv. 100	240 - 334	201 - 295	131 - 225	85 - 179	151 - 245	197 - 291
Max StatsNeutral Nature	Lv. 100	220 - 314	185 - 279	165 - 259	105 - 199	215 - 309	197 - 291
Max StatsNeutral Nature	Lv. 100	246 - 340	215 - 309	145 - 239	145 - 239	145 - 239	189 - 283
Max StatsNeutral Nature	Lv. 100	266 - 360	125 - 219	175 - 269	275 - 369	187 - 281	77 - 171
Max StatsNeutral Nature	Lv. 100	250 - 344	267 - 361	205 - 299	177 - 271	185 - 279	85 - 179
Max StatsNeutral Nature	Lv. 100	200 - 294	115 - 209	135 - 229	95 - 189	95 - 189	95 - 189
Max StatsNeutral Nature	Lv. 100	220 - 314	155 - 249	185 - 279	135 - 229	145 - 239	135 - 229
Max StatsNeutral Nature	Lv. 100	260 - 354	225 - 319	255 - 349	205 - 299	215 - 309	175 - 269
Max StatsNeutral Nature	Lv. 100	250 - 344	235 - 329	175 - 269	195 - 289	155 - 249	265 - 359
Max StatsNeutral Nature	Lv. 100	250 - 344	175 - 269	155 - 249	265 - 359	235 - 329	195 - 289
Max StatsNeutral Nature	Lv. 100	250 - 344	265 - 359	235 - 329	175 - 269	195 - 289	155 - 249
Max StatsNeutral Nature	Lv. 100	250 - 344	155 - 249	235 - 329	195 - 289	265 - 359	175 - 269
Max StatsNeutral Nature	Lv. 100	196 - 290	63 - 157	67 - 161	63 - 157	67 - 161	79 - 173
Max StatsNeutral Nature	Lv. 100	196 - 290	63 - 157	267 - 361	63 - 157	267 - 361	79 - 173
Max StatsNeutral Nature	Lv. 100	384 - 478	279 - 373	219 - 313	231 - 325	183 - 277	199 - 293
Max StatsNeutral Nature	Lv. 100	384 - 478	231 - 325	183 - 277	279 - 373	219 - 313	199 - 293
Max StatsNeutral Nature	Lv. 100	328 - 422	111 - 205	99 - 193	259 - 353	267 - 361	211 - 305
Max StatsNeutral Nature	Lv. 100	324 - 418	283 - 377	283 - 377	111 - 205	111 - 205	163 - 257
Max StatsNeutral Nature	Lv. 100	252 - 346	279 - 373	79 - 173	279 - 373	79 - 173	307 - 401
Max StatsNeutral Nature	Lv. 100	276 - 370	183 - 277	147 - 241	351 - 445	147 - 241	171 - 265
Max StatsNeutral Nature	Lv. 100	304 - 398	207 - 301	211 - 305	219 - 313	207 - 301	127 - 221
Max StatsNeutral Nature	Lv. 100	228 - 322	367 - 461	267 - 361	123 - 217	67 - 161	223 - 317
Max StatsNeutral Nature	Lv. 100	556 - 650	207 - 301	111 - 205	199 - 293	111 - 205	91 - 185
Max StatsNeutral Nature	Lv. 100	304 - 398	219 - 313	207 - 301	259 - 353	183 - 277	163 - 257
Max StatsNeutral Nature	Lv. 100	270 - 364	195 - 289	235 - 329	265 - 359	235 - 329	135 - 229
Max StatsNeutral Nature	Lv. 100	290 - 384	255 - 349	165 - 259	185 - 279	185 - 279	255 - 349
Max StatsNeutral Nature	Lv. 100	244 - 338	151 - 245	139 - 233	151 - 245	139 - 233	151 - 245
Max StatsNeutral Nature	Lv. 100	256 - 350	151 - 245	151 - 245	259 - 353	151 - 245	247 - 341
Max StatsNeutral Nature	Lv. 100	232 - 326	267 - 361	427 - 521	111 - 205	207 - 301	31 - 125
Max StatsNeutral Nature	Lv. 100	216 - 310	259 - 353	111 - 205	307 - 401	163 - 257	219 - 313
Max StatsNeutral Nature	Lv. 100	286 - 380	229 - 323	155 - 249	209 - 303	165 - 259	291 - 385
Max StatsNeutral Nature	Lv. 100	No Candy	202 - 233	135 - 182	135 - 182	115 - 160	75 - 116
Max StatsNeutral Nature	Lv. 100	Candy	202 - 433	135 - 382	135 - 382	115 - 360	75 - 316
Max StatsNeutral Nature	Lv. 100	No Candy	380 - 411	291 - 354	291 - 354	165 - 215	135 - 182
Max StatsNeutral Nature	Lv. 100	Candy	380 - 611	291 - 554	291 - 554	165 - 415	135 - 382
